strategy_name,name,signal_type,lookback_months,skip_months,signal_family,strategy_type,top_n,weighting,max_weight,gross_exposure,volatility_lookback_months,fast_months,slow_months,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,final_value,valid_for_chart,beta_SPY,alpha_SPY,corr_SPY,info_ratio_SPY,beta_XLE,alpha_XLE,corr_XLE,info_ratio_XLE,beta_XLB,alpha_XLB,corr_XLB,info_ratio_XLB,beta_GLD,alpha_GLD,corr_GLD,info_ratio_GLD,beta_DBC,alpha_DBC,corr_DBC,info_ratio_DBC
sma_6-18 | directional_abs | scaled cap25 | top10,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,10,scaled,0.25,1.0,,6.0,18.0,-1261.34%,,864.63%,,-254.78%,55.81%,-11.613,False,-7.877,-81.62%,-0.136,-0.199,-7.330,-81.11%,-0.213,-0.199,-4.958,-111.05%,-0.114,-0.199,4.504,-244.50%,0.083,-0.221,-5.864,-185.64%,-0.114,-0.220
sma_6-18 | directional_abs | scaled cap20 | top10,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,10,scaled,0.2,1.0,,6.0,18.0,-1209.01%,,864.62%,,-246.79%,55.81%,-11.090,False,-7.880,-81.79%,-0.136,-0.199,-7.335,-81.25%,-0.213,-0.199,-4.960,-111.23%,-0.114,-0.199,4.507,-244.79%,0.083,-0.221,-5.870,-185.90%,-0.114,-0.220
sma_6-18 | directional_abs | scaled cap15 | top10,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,10,scaled,0.15,1.0,,6.0,18.0,-1320.00%,,864.61%,,-257.62%,56.81%,-12.200,False,-7.892,-81.80%,-0.136,-0.199,-7.344,-81.29%,-0.214,-0.199,-4.970,-111.26%,-0.114,-0.199,4.497,-244.85%,0.083,-0.221,-5.887,-186.11%,-0.115,-0.221
sma_6-18 | directional_abs | equal | top20,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,20,equal,,1.0,,6.0,18.0,-2847.46%,,318.49%,,-625.89%,54.82%,-27.475,False,-2.902,-25.62%,-0.136,-0.204,-2.633,-26.18%,-0.208,-0.204,-1.773,-37.02%,-0.111,-0.204,1.725,-87.43%,0.087,-0.232,-2.132,-66.66%,-0.113,-0.221
sma_6-18 | directional_abs | scaled cap25 | top20,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,20,scaled,0.25,1.0,,6.0,18.0,-3345.94%,,501.79%,,-637.35%,54.49%,-32.459,False,-4.559,-44.87%,-0.136,-0.202,-4.205,-44.99%,-0.211,-0.202,-2.832,-62.30%,-0.112,-0.202,2.661,-140.50%,0.085,-0.226,-3.362,-106.98%,-0.113,-0.221
sma_6-18 | directional_abs | scaled cap20 | top20,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,20,scaled,0.2,1.0,,6.0,18.0,-3342.68%,,501.79%,,-636.81%,54.49%,-32.427,False,-4.559,-44.88%,-0.136,-0.202,-4.205,-44.99%,-0.211,-0.202,-2.832,-62.30%,-0.112,-0.202,2.661,-140.51%,0.085,-0.226,-3.362,-106.98%,-0.113,-0.221
sma_6-18 | directional_abs | scaled cap15 | top20,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,20,scaled,0.15,1.0,,6.0,18.0,-3264.99%,,501.79%,,-622.46%,54.49%,-31.650,False,-4.561,-44.96%,-0.136,-0.202,-4.208,-45.07%,-0.211,-0.202,-2.833,-62.39%,-0.112,-0.202,2.662,-140.65%,0.085,-0.226,-3.366,-107.11%,-0.113,-0.221
sma_6-18 | directional_abs | equal | top30,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,30,equal,,1.0,,6.0,18.0,-1860.74%,,215.58%,,-485.13%,55.81%,-17.607,False,-1.943,-16.20%,-0.135,-0.212,-1.750,-16.71%,-0.204,-0.212,-1.165,-24.05%,-0.108,-0.212,1.217,-59.01%,0.090,-0.245,-1.397,-45.50%,-0.109,-0.226
sma_6-18 | directional_abs | scaled cap25 | top30,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,30,scaled,0.25,1.0,,6.0,18.0,-2934.72%,,371.10%,,-620.07%,55.48%,-28.347,False,-3.361,-31.85%,-0.135,-0.204,-3.083,-32.12%,-0.209,-0.205,-2.065,-44.93%,-0.111,-0.204,2.012,-103.58%,0.087,-0.232,-2.450,-79.12%,-0.111,-0.223
sma_6-18 | directional_abs | scaled cap20 | top30,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,30,scaled,0.2,1.0,,6.0,18.0,-2934.72%,,371.10%,,-620.07%,55.48%,-28.347,False,-3.361,-31.85%,-0.135,-0.204,-3.083,-32.12%,-0.209,-0.205,-2.065,-44.93%,-0.111,-0.204,2.012,-103.58%,0.087,-0.232,-2.450,-79.12%,-0.111,-0.223
sma_6-18 | directional_abs | scaled cap15 | top30,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,30,scaled,0.15,1.0,,6.0,18.0,-2924.02%,,371.10%,,-618.11%,55.48%,-28.240,False,-3.362,-31.86%,-0.135,-0.204,-3.083,-32.14%,-0.209,-0.205,-2.066,-44.94%,-0.111,-0.204,2.012,-103.60%,0.087,-0.232,-2.451,-79.14%,-0.111,-0.223
ema_6-18 | long_only | equal | top10,ema_6-18,ema_crossover,,1,ema_crossover,long_only,10,equal,,1.0,,6.0,18.0,17037.18%,21.42%,33.97%,0.631,-68.71%,56.29%,171.372,True,1.085,15.09%,0.484,0.534,0.853,15.74%,0.631,0.530,1.012,15.22%,0.601,0.565,0.904,9.91%,0.475,0.306,0.894,15.23%,0.515,0.533
ema_6-18 | long_only | scaled cap25 | top10,ema_6-18,ema_crossover,,1,ema_crossover,long_only,10,scaled,0.25,1.0,,6.0,18.0,16874.36%,21.38%,39.58%,0.540,-76.01%,56.60%,169.744,True,1.155,16.41%,0.442,0.502,0.948,16.66%,0.601,0.508,1.090,16.43%,0.556,0.525,0.989,8.91%,0.455,0.264,1.014,15.02%,0.508,0.469
ema_6-18 | long_only | scaled cap20 | top10,ema_6-18,ema_crossover,,1,ema_crossover,long_only,10,scaled,0.2,1.0,,6.0,18.0,15615.52%,21.03%,38.45%,0.547,-74.72%,56.29%,157.155,True,1.130,15.91%,0.445,0.497,0.928,16.16%,0.606,0.502,1.070,15.91%,0.561,0.521,0.980,9.00%,0.461,0.270,0.995,14.87%,0.510,0.475
ema_6-18 | long_only | scaled cap15 | top10,ema_6-18,ema_crossover,,1,ema_crossover,long_only,10,scaled,0.15,1.0,,6.0,18.0,15216.23%,20.91%,36.94%,0.566,-73.20%,57.55%,153.162,True,1.110,15.45%,0.455,0.500,0.902,15.79%,0.613,0.502,1.045,15.49%,0.571,0.525,0.951,9.28%,0.463,0.279,0.953,14.89%,0.507,0.487
ema_6-18 | long_only | equal | top20,ema_6-18,ema_crossover,,1,ema_crossover,long_only,20,equal,,1.0,,6.0,18.0,14853.24%,20.80%,28.68%,0.725,-61.16%,58.49%,149.532,True,1.021,13.60%,0.539,0.571,0.804,14.20%,0.703,0.573,0.951,13.74%,0.669,0.621,0.806,11.21%,0.486,0.358,0.873,15.42%,0.580,0.650
ema_6-18 | long_only | scaled cap25 | top20,ema_6-18,ema_crossover,,1,ema_crossover,long_only,20,scaled,0.25,1.0,,6.0,18.0,17438.29%,21.53%,34.79%,0.619,-70.44%,56.92%,175.383,True,1.096,15.42%,0.477,0.533,0.879,15.89%,0.634,0.538,1.033,15.46%,0.599,0.566,0.923,9.53%,0.476,0.295,0.957,15.01%,0.540,0.534
ema_6-18 | long_only | scaled cap20 | top20,ema_6-18,ema_crossover,,1,ema_crossover,long_only,20,scaled,0.2,1.0,,6.0,18.0,16821.62%,21.36%,34.69%,0.616,-70.31%,56.92%,169.216,True,1.094,15.26%,0.478,0.529,0.876,15.75%,0.634,0.532,1.031,15.30%,0.600,0.562,0.926,9.30%,0.479,0.290,0.950,14.80%,0.539,0.527
ema_6-18 | long_only | scaled cap15 | top20,ema_6-18,ema_crossover,,1,ema_crossover,long_only,20,scaled,0.15,1.0,,6.0,18.0,16638.81%,21.31%,34.20%,0.623,-68.87%,56.29%,167.388,True,1.081,15.16%,0.479,0.530,0.866,15.63%,0.636,0.532,1.020,15.18%,0.602,0.563,0.920,9.33%,0.483,0.294,0.933,14.74%,0.538,0.530
ema_6-18 | long_only | equal | top30,ema_6-18,ema_crossover,,1,ema_crossover,long_only,30,equal,,1.0,,6.0,18.0,10764.17%,19.35%,25.99%,0.745,-60.46%,59.12%,108.642,True,0.980,12.05%,0.571,0.556,0.778,12.56%,0.752,0.561,0.898,12.33%,0.697,0.605,0.730,10.49%,0.475,0.314,0.869,13.71%,0.625,0.648
ema_6-18 | long_only | scaled cap25 | top30,ema_6-18,ema_crossover,,1,ema_crossover,long_only,30,scaled,0.25,1.0,,6.0,18.0,18865.38%,21.89%,31.71%,0.690,-66.95%,58.18%,189.654,True,1.048,15.18%,0.501,0.569,0.849,15.54%,0.672,0.582,0.983,15.26%,0.626,0.610,0.852,10.54%,0.477,0.327,0.942,15.15%,0.579,0.603
ema_6-18 | long_only | scaled cap20 | top30,ema_6-18,ema_crossover,,1,ema_crossover,long_only,30,scaled,0.2,1.0,,6.0,18.0,18407.73%,21.78%,31.66%,0.688,-66.95%,57.86%,185.077,True,1.047,15.08%,0.501,0.566,0.846,15.46%,0.670,0.578,0.983,15.16%,0.626,0.607,0.855,10.38%,0.479,0.324,0.939,15.02%,0.579,0.598
ema_6-18 | long_only | scaled cap15 | top30,ema_6-18,ema_crossover,,1,ema_crossover,long_only,30,scaled,0.15,1.0,,6.0,18.0,17708.79%,21.60%,31.56%,0.684,-66.80%,57.86%,178.088,True,1.045,14.91%,0.502,0.562,0.842,15.32%,0.670,0.571,0.982,14.98%,0.628,0.602,0.858,10.15%,0.482,0.318,0.932,14.83%,0.577,0.590
ema_6-18 | classic_long_short | equal | top10,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,10,equal,,1.0,,6.0,18.0,-961.92%,,307.52%,,-669.41%,54.40%,-8.619,False,-2.854,-32.96%,-0.141,-0.222,-2.711,-29.51%,-0.221,-0.225,-1.852,-41.30%,-0.122,-0.223,1.594,-91.79%,0.081,-0.251,-2.396,-69.99%,-0.128,-0.234
ema_6-18 | classic_long_short | scaled cap25 | top10,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,10,scaled,0.25,1.0,,6.0,18.0,-885.68%,,924.93%,,-572.30%,51.26%,-7.857,False,-8.130,-106.55%,-0.133,-0.207,-7.913,-94.62%,-0.215,-0.208,-5.227,-130.80%,-0.114,-0.207,4.802,-278.47%,0.081,-0.231,-6.760,-212.87%,-0.120,-0.229
ema_6-18 | classic_long_short | scaled cap20 | top10,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,10,scaled,0.2,1.0,,6.0,18.0,-952.64%,,924.93%,,-584.42%,51.26%,-8.526,False,-8.137,-106.22%,-0.133,-0.206,-7.916,-94.33%,-0.215,-0.207,-5.233,-130.48%,-0.114,-0.207,4.797,-278.44%,0.081,-0.231,-6.774,-212.85%,-0.120,-0.229
ema_6-18 | classic_long_short | scaled cap15 | top10,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,10,scaled,0.15,1.0,,6.0,18.0,-1141.66%,,909.12%,,-665.09%,50.94%,-10.417,False,-8.024,-103.59%,-0.134,-0.206,-7.786,-92.08%,-0.215,-0.207,-5.162,-127.49%,-0.115,-0.206,4.704,-273.15%,0.080,-0.230,-6.682,-208.80%,-0.120,-0.229
ema_6-18 | classic_long_short | equal | top20,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,20,equal,,1.0,,6.0,18.0,-742.52%,,156.19%,,-590.55%,57.23%,-6.425,False,-1.507,-15.34%,-0.146,-0.243,-1.417,-13.68%,-0.228,-0.247,-0.988,-19.65%,-0.128,-0.245,0.804,-45.64%,0.080,-0.278,-1.266,-34.51%,-0.133,-0.237
ema_6-18 | classic_long_short | scaled cap25 | top20,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,20,scaled,0.25,1.0,,6.0,18.0,-1075.72%,,582.14%,,-780.54%,51.89%,-9.757,False,-5.209,-66.05%,-0.136,-0.212,-5.030,-58.86%,-0.217,-0.214,-3.356,-81.53%,-0.116,-0.213,3.024,-175.12%,0.081,-0.237,-4.315,-133.85%,-0.121,-0.231
ema_6-18 | classic_long_short | scaled cap20 | top20,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,20,scaled,0.2,1.0,,6.0,18.0,-1075.72%,,582.14%,,-780.54%,51.89%,-9.757,False,-5.209,-66.05%,-0.136,-0.212,-5.030,-58.86%,-0.217,-0.214,-3.356,-81.53%,-0.116,-0.213,3.024,-175.12%,0.081,-0.237,-4.315,-133.85%,-0.121,-0.231
ema_6-18 | classic_long_short | scaled cap15 | top20,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,20,scaled,0.15,1.0,,6.0,18.0,-1071.49%,,582.14%,,-777.86%,51.89%,-9.715,False,-5.209,-66.07%,-0.136,-0.212,-5.030,-58.87%,-0.217,-0.214,-3.356,-81.54%,-0.116,-0.213,3.024,-175.15%,0.081,-0.237,-4.315,-133.87%,-0.121,-0.231
ema_6-18 | classic_long_short | equal | top30,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,30,equal,,1.0,,6.0,18.0,-561.45%,,105.06%,,-483.06%,57.55%,-4.614,False,-1.040,-9.64%,-0.150,-0.264,-0.973,-8.55%,-0.232,-0.268,-0.686,-12.58%,-0.132,-0.266,0.560,-30.58%,0.083,-0.307,-0.879,-22.92%,-0.137,-0.242
ema_6-18 | classic_long_short | scaled cap25 | top30,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,30,scaled,0.25,1.0,,6.0,18.0,-1235.49%,,414.54%,,-919.36%,51.89%,-11.355,False,-3.752,-45.92%,-0.137,-0.216,-3.602,-40.96%,-0.218,-0.219,-2.424,-56.99%,-0.118,-0.217,2.152,-124.02%,0.081,-0.243,-3.103,-94.65%,-0.123,-0.232
ema_6-18 | classic_long_short | scaled cap20 | top30,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,30,scaled,0.2,1.0,,6.0,18.0,-1235.49%,,414.54%,,-919.36%,51.89%,-11.355,False,-3.752,-45.92%,-0.137,-0.216,-3.602,-40.96%,-0.218,-0.219,-2.424,-56.99%,-0.118,-0.217,2.152,-124.02%,0.081,-0.243,-3.103,-94.65%,-0.123,-0.232
ema_6-18 | classic_long_short | scaled cap15 | top30,ema_6-18,ema_crossover,,1,ema_crossover,classic_long_short,30,scaled,0.15,1.0,,6.0,18.0,-1235.49%,,414.54%,,-919.36%,51.89%,-11.355,False,-3.752,-45.92%,-0.137,-0.216,-3.602,-40.96%,-0.218,-0.219,-2.424,-56.99%,-0.118,-0.217,2.152,-124.02%,0.081,-0.243,-3.103,-94.65%,-0.123,-0.232
ema_6-18 | directional_abs | equal | top10,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,10,equal,,1.0,,6.0,18.0,-136.53%,,613.87%,,-105.75%,53.94%,-0.365,False,-5.625,-66.44%,-0.139,-0.209,-5.288,-59.72%,-0.216,-0.211,-3.586,-82.53%,-0.117,-0.210,3.179,-185.73%,0.081,-0.238,-4.593,-144.62%,-0.123,-0.236
ema_6-18 | directional_abs | scaled cap25 | top10,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,10,scaled,0.25,1.0,,6.0,18.0,2.67%,0.10%,925.66%,0.000,-100.28%,52.37%,1.027,False,-8.326,-103.31%,-0.136,-0.206,-7.923,-92.28%,-0.215,-0.207,-5.332,-126.89%,-0.116,-0.207,4.804,-278.94%,0.081,-0.231,-6.809,-215.64%,-0.121,-0.232
ema_6-18 | directional_abs | scaled cap20 | top10,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,10,scaled,0.2,1.0,,6.0,18.0,2.29%,0.09%,925.66%,0.000,-100.29%,52.37%,1.023,False,-8.332,-103.28%,-0.137,-0.206,-7.928,-92.24%,-0.215,-0.207,-5.337,-126.86%,-0.116,-0.207,4.801,-278.99%,0.081,-0.231,-6.820,-215.68%,-0.121,-0.232
ema_6-18 | directional_abs | scaled cap15 | top10,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,10,scaled,0.15,1.0,,6.0,18.0,15.26%,0.54%,915.23%,0.001,-100.31%,52.05%,1.153,False,-8.246,-101.66%,-0.137,-0.206,-7.849,-90.71%,-0.215,-0.207,-5.282,-125.00%,-0.116,-0.206,4.729,-275.77%,0.080,-0.232,-6.765,-213.37%,-0.121,-0.232
ema_6-18 | directional_abs | equal | top20,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,20,equal,,1.0,,6.0,18.0,-460.64%,,312.48%,,-163.45%,56.15%,-3.606,False,-2.949,-30.12%,-0.143,-0.214,-2.683,-27.61%,-0.216,-0.217,-1.846,-38.92%,-0.119,-0.216,1.699,-93.50%,0.085,-0.249,-2.314,-73.01%,-0.122,-0.239
ema_6-18 | directional_abs | scaled cap25 | top20,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,20,scaled,0.25,1.0,,6.0,18.0,-251.14%,,557.89%,,-130.74%,54.89%,-1.511,False,-5.100,-59.29%,-0.139,-0.208,-4.777,-53.39%,-0.215,-0.210,-3.238,-74.02%,-0.117,-0.210,2.960,-167.30%,0.083,-0.236,-4.093,-129.49%,-0.120,-0.233
ema_6-18 | directional_abs | scaled cap20 | top20,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,20,scaled,0.2,1.0,,6.0,18.0,-251.14%,,557.89%,,-130.74%,54.89%,-1.511,False,-5.100,-59.29%,-0.139,-0.208,-4.777,-53.39%,-0.215,-0.210,-3.238,-74.02%,-0.117,-0.210,2.960,-167.30%,0.083,-0.236,-4.093,-129.49%,-0.120,-0.233
ema_6-18 | directional_abs | scaled cap15 | top20,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,20,scaled,0.15,1.0,,6.0,18.0,-251.58%,,557.89%,,-130.83%,54.89%,-1.516,False,-5.100,-59.28%,-0.139,-0.208,-4.777,-53.38%,-0.215,-0.210,-3.239,-74.01%,-0.117,-0.210,2.960,-167.29%,0.083,-0.236,-4.093,-129.47%,-0.120,-0.233
ema_6-18 | directional_abs | equal | top30,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,30,equal,,1.0,,6.0,18.0,-767.57%,,210.70%,,-247.65%,55.21%,-6.676,False,-1.945,-18.76%,-0.140,-0.218,-1.755,-17.25%,-0.209,-0.222,-1.189,-24.84%,-0.113,-0.221,1.212,-62.05%,0.090,-0.258,-1.512,-48.38%,-0.118,-0.239
ema_6-18 | directional_abs | scaled cap25 | top30,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,30,scaled,0.25,1.0,,6.0,18.0,-653.18%,,422.71%,,-228.11%,54.57%,-5.532,False,-3.848,-43.55%,-0.138,-0.210,-3.587,-39.30%,-0.213,-0.212,-2.422,-54.89%,-0.115,-0.212,2.290,-125.94%,0.084,-0.239,-3.073,-97.40%,-0.119,-0.233
ema_6-18 | directional_abs | scaled cap20 | top30,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,30,scaled,0.2,1.0,,6.0,18.0,-653.18%,,422.71%,,-228.11%,54.57%,-5.532,False,-3.848,-43.55%,-0.138,-0.210,-3.587,-39.30%,-0.213,-0.212,-2.422,-54.89%,-0.115,-0.212,2.290,-125.94%,0.084,-0.239,-3.073,-97.40%,-0.119,-0.233
ema_6-18 | directional_abs | scaled cap15 | top30,ema_6-18,ema_crossover,,1,ema_crossover,directional_abs,30,scaled,0.15,1.0,,6.0,18.0,-653.18%,,422.71%,,-228.11%,54.57%,-5.532,False,-3.848,-43.55%,-0.138,-0.210,-3.587,-39.30%,-0.213,-0.212,-2.422,-54.89%,-0.115,-0.212,2.290,-125.94%,0.084,-0.239,-3.073,-97.40%,-0.119,-0.233
wma_6-18 | long_only | equal | top10,wma_6-18,wma_crossover,,1,wma_crossover,long_only,10,equal,,1.0,,6.0,18.0,36698.76%,26.56%,35.16%,0.755,-66.32%,58.47%,367.988,True,1.124,18.34%,0.477,0.633,0.881,20.09%,0.631,0.684,1.052,19.00%,0.595,0.691,0.930,13.44%,0.471,0.423,0.979,18.79%,0.544,0.663
wma_6-18 | long_only | scaled cap25 | top10,wma_6-18,wma_crossover,,1,wma_crossover,long_only,10,scaled,0.25,1.0,,6.0,18.0,41905.59%,27.23%,40.53%,0.672,-72.52%,60.13%,420.056,True,1.161,20.54%,0.428,0.604,0.947,21.93%,0.588,0.651,1.087,21.22%,0.533,0.644,1.001,13.15%,0.448,0.384,1.050,19.86%,0.512,0.609
wma_6-18 | long_only | scaled cap20 | top10,wma_6-18,wma_crossover,,1,wma_crossover,long_only,10,scaled,0.2,1.0,,6.0,18.0,42313.74%,27.28%,39.70%,0.687,-71.28%,59.80%,424.137,True,1.138,20.46%,0.428,0.609,0.935,21.76%,0.592,0.657,1.072,21.06%,0.537,0.651,0.996,13.30%,0.456,0.397,1.042,19.80%,0.519,0.624
wma_6-18 | long_only | scaled cap15 | top10,wma_6-18,wma_crossover,,1,wma_crossover,long_only,10,scaled,0.15,1.0,,6.0,18.0,37049.98%,26.61%,38.31%,0.695,-70.55%,59.14%,371.500,True,1.107,19.69%,0.431,0.601,0.914,20.90%,0.600,0.649,1.054,20.16%,0.547,0.646,0.983,12.77%,0.465,0.391,1.026,18.90%,0.529,0.619
wma_6-18 | long_only | equal | top20,wma_6-18,wma_crossover,,1,wma_crossover,long_only,20,equal,,1.0,,6.0,18.0,22686.75%,24.16%,29.36%,0.823,-59.59%,60.80%,227.867,True,1.036,15.50%,0.527,0.636,0.817,17.06%,0.701,0.701,0.968,16.13%,0.656,0.713,0.807,13.15%,0.477,0.425,0.902,17.40%,0.587,0.732
wma_6-18 | long_only | scaled cap25 | top20,wma_6-18,wma_crossover,,1,wma_crossover,long_only,20,scaled,0.25,1.0,,6.0,18.0,32790.23%,25.99%,35.86%,0.725,-68.42%,59.14%,328.902,True,1.122,18.22%,0.467,0.613,0.901,19.73%,0.632,0.668,1.051,18.88%,0.583,0.665,0.920,12.68%,0.458,0.384,1.005,18.37%,0.548,0.641
wma_6-18 | long_only | scaled cap20 | top20,wma_6-18,wma_crossover,,1,wma_crossover,long_only,20,scaled,0.2,1.0,,6.0,18.0,33416.06%,26.09%,35.63%,0.732,-68.06%,59.47%,335.161,True,1.118,18.26%,0.468,0.617,0.895,19.79%,0.632,0.672,1.044,18.93%,0.583,0.670,0.922,12.75%,0.462,0.390,0.996,18.38%,0.546,0.644
wma_6-18 | long_only | scaled cap15 | top20,wma_6-18,wma_crossover,,1,wma_crossover,long_only,20,scaled,0.15,1.0,,6.0,18.0,33406.40%,26.09%,35.04%,0.744,-67.21%,59.47%,335.064,True,1.104,18.18%,0.470,0.621,0.884,19.68%,0.635,0.676,1.033,18.83%,0.586,0.675,0.916,12.87%,0.466,0.399,0.984,18.36%,0.548,0.653
wma_6-18 | long_only | equal | top30,wma_6-18,wma_crossover,,1,wma_crossover,long_only,30,equal,,1.0,,6.0,18.0,14547.39%,22.00%,26.90%,0.818,-60.62%,61.13%,146.474,True,1.037,13.06%,0.575,0.611,0.811,14.69%,0.759,0.694,0.947,13.91%,0.700,0.695,0.720,12.60%,0.455,0.383,0.914,15.77%,0.637,0.746
wma_6-18 | long_only | scaled cap25 | top30,wma_6-18,wma_crossover,,1,wma_crossover,long_only,30,scaled,0.25,1.0,,6.0,18.0,28499.35%,25.29%,32.80%,0.771,-64.43%,60.13%,285.994,True,1.089,16.97%,0.496,0.627,0.871,18.47%,0.668,0.692,1.018,17.62%,0.618,0.690,0.858,12.95%,0.464,0.402,0.980,17.81%,0.580,0.691
wma_6-18 | long_only | scaled cap20 | top30,wma_6-18,wma_crossover,,1,wma_crossover,long_only,30,scaled,0.2,1.0,,6.0,18.0,27828.69%,25.17%,32.75%,0.769,-64.43%,60.13%,279.287,True,1.088,16.87%,0.496,0.624,0.868,18.39%,0.667,0.688,1.017,17.52%,0.618,0.687,0.860,12.81%,0.466,0.399,0.976,17.70%,0.579,0.687
wma_6-18 | long_only | scaled cap15 | top30,wma_6-18,wma_crossover,,1,wma_crossover,long_only,30,scaled,0.15,1.0,,6.0,18.0,27776.88%,25.17%,32.61%,0.772,-64.28%,60.47%,278.769,True,1.086,16.84%,0.497,0.625,0.865,18.37%,0.668,0.689,1.015,17.49%,0.619,0.689,0.861,12.76%,0.468,0.399,0.970,17.63%,0.578,0.685
wma_6-18 | classic_long_short | equal | top10,wma_6-18,wma_crossover,,1,wma_crossover,classic_long_short,10,equal,,1.0,,6.0,18.0,-2188.78%,,315.82%,,-977.68%,53.49%,-20.888,False,-3.048,-28.41%,-0.144,-0.219,-2.807,-28.54%,-0.224,-0.219,-1.996,-39.00%,-0.126,-0.219,1.609,-89.46%,0.081,-0.244,-2.296,-68.05%,-0.123,-0.228
wma_6-18 | classic_long_short | scaled cap25 | top10,wma_6-18,wma_crossover,,1,wma_crossover,classic_long_short,10,scaled,0.25,1.0,,6.0,18.0,-1926.93%,,1041.86%,,-734.66%,53.49%,-18.269,False,-9.702,-108.25%,-0.139,-0.208,-9.101,-106.82%,-0.220,-0.208,-6.287,-142.66%,-0.120,-0.208,5.252,-302.53%,0.081,-0.227,-7.295,-231.04%,-0.118,-0.226
wma_6-18 | classic_long_short | scaled cap20 | top10,wma_6-18,wma_crossover,,1,wma_crossover,classic_long_short,10,scaled,0.2,1.0,,6.0,18.0,-1983.40%,,1041.85%,,-755.86%,53.16%,-18.834,False,-9.705,-108.15%,-0.139,-0.208,-9.104,-106.73%,-0.220,-0.208,-6.290,-142.56%,-0.120,-0.208,5.244,-302.33%,0.080,-0.227,-7.303,-230.98%,-0.118,-0.226
wma_6-18 | classic_long_short | scaled cap15 | top10,wma_6-18,wma_crossover,,1,wma_crossover,classic_long_short,10,scaled,0.15,1.0,,6.0,18.0,-2342.22%,,934.19%,,-842.19%,52.82%,-22.422,False,-8.740,-95.57%,-0.140,-0.208,-8.180,-94.49%,-0.220,-0.208,-5.670,-126.50%,-0.121,-0.208,4.693,-270.21%,0.080,-0.228,-6.568,-206.35%,-0.118,-0.226
wma_6-18 | classic_long_short | equal | top20,wma_6-18,wma_crossover,,1,wma_crossover,classic_long_short,20,equal,,1.0,,6.0,18.0,-1537.13%,,160.28%,,-897.36%,52.82%,-14.371,False,-1.627,-11.31%,-0.152,-0.234,-1.466,-11.74%,-0.230,-0.232,-1.068,-16.94%,-0.133,-0.233,0.831,-43.69%,0.083,-0.265,-1.234,-32.37%,-0.130,-0.225
wma_6-18 | classic_long_short | scaled cap25 | top20,wma_6-18,wma_crossover,,1,wma_crossover,classic_long_short,20,scaled,0.25,1.0,,6.0,18.0,-3698.66%,,714.94%,,-1613.68%,53.82%,-35.987,False,-6.695,-71.76%,-0.140,-0.210,-6.256,-71.04%,-0.220,-0.210,-4.345,-95.43%,-0.121,-0.209,3.614,-205.77%,0.081,-0.229,-5.048,-156.67%,-0.119,-0.226
wma_6-18 | classic_long_short | scaled cap20 | top20,wma_6-18,wma_crossover,,1,wma_crossover,classic_long_short,20,scaled,0.2,1.0,,6.0,18.0,-3710.64%,,714.94%,,-1618.72%,53.82%,-36.106,False,-6.695,-71.75%,-0.140,-0.210,-6.256,-71.03%,-0.220,-0.210,-4.345,-95.42%,-0.121,-0.209,3.614,-205.76%,0.081,-0.229,-5.049,-156.65%,-0.119,-0.226
