strategy_name,name,signal_type,lookback_months,skip_months,signal_family,strategy_type,top_n,weighting,max_weight,gross_exposure,volatility_lookback_months,fast_months,slow_months,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,final_value,valid_for_chart,beta_SPY,alpha_SPY,corr_SPY,info_ratio_SPY,beta_XLE,alpha_XLE,corr_XLE,info_ratio_XLE,beta_XLB,alpha_XLB,corr_XLB,info_ratio_XLB,beta_GLD,alpha_GLD,corr_GLD,info_ratio_GLD,beta_DBC,alpha_DBC,corr_DBC,info_ratio_DBC
ema_6-12 | directional_abs | scaled cap15 | top20,ema_6-12,ema_crossover,,1,ema_crossover,directional_abs,20,scaled,0.15,1.0,,6.0,12.0,-226.28%,,667.02%,,-121.95%,57.73%,-1.263,False,-6.168,-68.00%,-0.140,-0.202,-5.752,-61.16%,-0.217,-0.204,-3.949,-85.48%,-0.119,-0.203,3.458,-196.00%,0.081,-0.229,-4.968,-150.71%,-0.122,-0.227
ema_6-12 | directional_abs | equal | top30,ema_6-12,ema_crossover,,1,ema_crossover,directional_abs,30,equal,,1.0,,6.0,12.0,-1192.82%,,211.09%,,-332.72%,55.52%,-10.928,False,-2.084,-15.78%,-0.150,-0.209,-1.823,-14.82%,-0.217,-0.214,-1.303,-22.00%,-0.124,-0.213,1.144,-59.55%,0.084,-0.250,-1.634,-46.14%,-0.127,-0.231
ema_6-12 | directional_abs | scaled cap25 | top30,ema_6-12,ema_crossover,,1,ema_crossover,directional_abs,30,scaled,0.25,1.0,,6.0,12.0,-1008.47%,,510.79%,,-305.53%,56.78%,-9.085,False,-4.741,-50.92%,-0.141,-0.204,-4.393,-45.97%,-0.216,-0.207,-3.023,-64.48%,-0.119,-0.206,2.678,-149.56%,0.082,-0.232,-3.804,-115.08%,-0.122,-0.228
ema_6-12 | directional_abs | scaled cap20 | top30,ema_6-12,ema_crossover,,1,ema_crossover,directional_abs,30,scaled,0.2,1.0,,6.0,12.0,-1008.47%,,510.79%,,-305.53%,56.78%,-9.085,False,-4.741,-50.92%,-0.141,-0.204,-4.393,-45.97%,-0.216,-0.207,-3.023,-64.48%,-0.119,-0.206,2.678,-149.56%,0.082,-0.232,-3.804,-115.08%,-0.122,-0.228
ema_6-12 | directional_abs | scaled cap15 | top30,ema_6-12,ema_crossover,,1,ema_crossover,directional_abs,30,scaled,0.15,1.0,,6.0,12.0,-1015.66%,,510.79%,,-305.53%,57.10%,-9.157,False,-4.741,-50.88%,-0.141,-0.204,-4.394,-45.93%,-0.216,-0.207,-3.024,-64.44%,-0.119,-0.206,2.677,-149.55%,0.082,-0.232,-3.805,-115.08%,-0.122,-0.228
wma_6-12 | long_only | equal | top10,wma_6-12,wma_crossover,,1,wma_crossover,long_only,10,equal,,1.0,,6.0,12.0,56821.70%,28.14%,34.34%,0.820,-64.25%,60.91%,569.217,True,1.042,20.60%,0.458,0.688,0.887,21.46%,0.648,0.771,1.016,20.39%,0.588,0.740,0.910,16.10%,0.465,0.506,1.024,21.14%,0.576,0.782
wma_6-12 | long_only | scaled cap25 | top10,wma_6-12,wma_crossover,,1,wma_crossover,long_only,10,scaled,0.25,1.0,,6.0,12.0,66823.94%,28.96%,38.51%,0.752,-66.69%,61.24%,669.239,True,1.080,22.43%,0.423,0.665,0.932,23.19%,0.607,0.733,1.042,22.33%,0.538,0.701,0.996,15.45%,0.457,0.463,1.022,22.15%,0.513,0.696
wma_6-12 | long_only | scaled cap20 | top10,wma_6-12,wma_crossover,,1,wma_crossover,long_only,10,scaled,0.2,1.0,,6.0,12.0,67006.41%,28.97%,37.84%,0.766,-66.42%,62.21%,671.064,True,1.077,22.19%,0.429,0.671,0.925,23.00%,0.613,0.741,1.039,22.09%,0.545,0.709,0.981,15.67%,0.458,0.473,1.020,22.09%,0.521,0.711
wma_6-12 | long_only | scaled cap15 | top10,wma_6-12,wma_crossover,,1,wma_crossover,long_only,10,scaled,0.15,1.0,,6.0,12.0,66805.37%,28.96%,36.59%,0.791,-64.97%,59.93%,669.054,True,1.081,21.65%,0.446,0.685,0.915,22.60%,0.628,0.760,1.043,21.55%,0.566,0.729,0.959,16.19%,0.460,0.494,1.024,22.13%,0.538,0.742
wma_6-12 | long_only | equal | top20,wma_6-12,wma_crossover,,1,wma_crossover,long_only,20,equal,,1.0,,6.0,12.0,22571.69%,23.61%,29.62%,0.797,-59.45%,59.93%,226.717,True,1.009,15.82%,0.514,0.626,0.842,16.83%,0.714,0.718,0.961,15.86%,0.644,0.682,0.802,13.42%,0.467,0.425,0.963,17.18%,0.618,0.744
wma_6-12 | long_only | scaled cap25 | top20,wma_6-12,wma_crossover,,1,wma_crossover,long_only,20,scaled,0.25,1.0,,6.0,12.0,56294.50%,28.10%,35.02%,0.802,-62.85%,60.26%,563.945,True,1.055,20.72%,0.455,0.681,0.907,21.51%,0.650,0.768,1.024,20.56%,0.581,0.730,0.919,15.12%,0.464,0.471,1.023,20.66%,0.566,0.746
wma_6-12 | long_only | scaled cap20 | top20,wma_6-12,wma_crossover,,1,wma_crossover,long_only,20,scaled,0.2,1.0,,6.0,12.0,57046.99%,28.16%,34.75%,0.810,-62.72%,60.59%,571.470,True,1.053,20.71%,0.457,0.686,0.903,21.51%,0.652,0.774,1.022,20.55%,0.584,0.736,0.918,15.24%,0.467,0.478,1.017,20.73%,0.567,0.755
wma_6-12 | long_only | scaled cap15 | top20,wma_6-12,wma_crossover,,1,wma_crossover,long_only,20,scaled,0.15,1.0,,6.0,12.0,55162.38%,28.00%,34.24%,0.818,-62.59%,61.56%,552.624,True,1.045,20.46%,0.460,0.688,0.894,21.28%,0.655,0.776,1.014,20.31%,0.588,0.739,0.915,15.28%,0.471,0.486,1.008,20.65%,0.570,0.762
wma_6-12 | long_only | equal | top30,wma_6-12,wma_crossover,,1,wma_crossover,long_only,30,equal,,1.0,,6.0,12.0,14814.91%,21.61%,27.04%,0.799,-59.37%,61.24%,149.149,True,1.020,13.36%,0.569,0.610,0.825,14.67%,0.766,0.715,0.948,13.64%,0.697,0.675,0.720,12.55%,0.452,0.377,0.932,15.56%,0.645,0.742
wma_6-12 | long_only | scaled cap25 | top30,wma_6-12,wma_crossover,,1,wma_crossover,long_only,30,scaled,0.25,1.0,,6.0,12.0,35972.55%,25.88%,32.23%,0.803,-61.02%,59.61%,360.726,True,1.042,18.15%,0.488,0.660,0.879,19.10%,0.685,0.753,0.995,18.16%,0.614,0.712,0.851,14.22%,0.462,0.444,0.996,18.85%,0.593,0.746
wma_6-12 | long_only | scaled cap20 | top30,wma_6-12,wma_crossover,,1,wma_crossover,long_only,30,scaled,0.2,1.0,,6.0,12.0,35866.62%,25.86%,32.19%,0.804,-61.02%,59.61%,359.666,True,1.043,18.12%,0.489,0.660,0.877,19.10%,0.684,0.752,0.996,18.13%,0.615,0.712,0.853,14.16%,0.464,0.444,0.994,18.82%,0.593,0.746
wma_6-12 | long_only | scaled cap15 | top30,wma_6-12,wma_crossover,,1,wma_crossover,long_only,30,scaled,0.15,1.0,,6.0,12.0,35819.07%,25.86%,32.06%,0.807,-60.90%,59.93%,359.191,True,1.042,18.09%,0.490,0.662,0.875,19.08%,0.685,0.753,0.996,18.09%,0.617,0.715,0.854,14.15%,0.466,0.447,0.991,18.80%,0.594,0.748
wma_6-12 | classic_long_short | equal | top10,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,10,equal,,1.0,,6.0,12.0,-2292.75%,,312.44%,,-1161.64%,56.68%,-21.927,False,-2.980,-28.82%,-0.144,-0.215,-2.752,-29.02%,-0.221,-0.215,-1.982,-37.71%,-0.126,-0.216,1.578,-87.90%,0.080,-0.240,-2.244,-66.73%,-0.120,-0.224
wma_6-12 | classic_long_short | scaled cap25 | top10,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,10,scaled,0.25,1.0,,6.0,12.0,-2382.68%,,1332.07%,,-1192.57%,53.42%,-22.827,False,-12.062,-144.00%,-0.137,-0.204,-11.570,-140.30%,-0.218,-0.204,-7.959,-180.63%,-0.119,-0.204,6.782,-387.99%,0.081,-0.223,-9.409,-295.53%,-0.118,-0.224
wma_6-12 | classic_long_short | scaled cap20 | top10,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,10,scaled,0.2,1.0,,6.0,12.0,-2420.31%,,1230.39%,,-1221.77%,53.42%,-23.203,False,-11.181,-132.26%,-0.137,-0.204,-10.704,-129.05%,-0.218,-0.204,-7.379,-166.21%,-0.119,-0.204,6.250,-357.83%,0.080,-0.223,-8.712,-272.57%,-0.118,-0.224
wma_6-12 | classic_long_short | scaled cap15 | top10,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,10,scaled,0.15,1.0,,6.0,12.0,-2391.07%,,924.80%,,-1239.54%,52.12%,-22.911,False,-8.485,-97.70%,-0.138,-0.206,-8.078,-95.74%,-0.219,-0.206,-5.605,-123.41%,-0.120,-0.206,4.690,-268.06%,0.080,-0.226,-6.573,-204.16%,-0.119,-0.224
wma_6-12 | classic_long_short | equal | top20,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,20,equal,,1.0,,6.0,12.0,-1511.67%,,158.11%,,-955.64%,55.05%,-14.117,False,-1.572,-11.89%,-0.150,-0.230,-1.418,-12.35%,-0.225,-0.228,-1.055,-16.47%,-0.133,-0.232,0.830,-42.86%,0.083,-0.262,-1.192,-31.82%,-0.126,-0.222
wma_6-12 | classic_long_short | scaled cap25 | top20,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,20,scaled,0.25,1.0,,6.0,12.0,-4468.30%,,797.51%,,-2174.98%,53.09%,-43.683,False,-7.270,-83.47%,-0.138,-0.206,-6.926,-81.75%,-0.218,-0.206,-4.801,-105.52%,-0.120,-0.206,4.080,-230.52%,0.081,-0.226,-5.657,-175.24%,-0.118,-0.224
wma_6-12 | classic_long_short | scaled cap20 | top20,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,20,scaled,0.2,1.0,,6.0,12.0,-4470.45%,,797.51%,,-2176.00%,53.09%,-43.705,False,-7.270,-83.47%,-0.138,-0.206,-6.926,-81.75%,-0.218,-0.206,-4.801,-105.52%,-0.120,-0.206,4.080,-230.52%,0.081,-0.226,-5.657,-175.24%,-0.118,-0.224
wma_6-12 | classic_long_short | scaled cap15 | top20,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,20,scaled,0.15,1.0,,6.0,12.0,-4599.00%,,797.51%,,-2228.13%,53.42%,-44.990,False,-7.272,-83.36%,-0.138,-0.206,-6.927,-81.64%,-0.218,-0.206,-4.802,-105.41%,-0.120,-0.206,4.077,-230.40%,0.081,-0.226,-5.662,-175.13%,-0.118,-0.223
wma_6-12 | classic_long_short | equal | top30,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,30,equal,,1.0,,6.0,12.0,-912.41%,,106.54%,,-679.14%,55.37%,-8.124,False,-1.069,-7.31%,-0.151,-0.251,-0.971,-7.55%,-0.229,-0.247,-0.725,-10.36%,-0.135,-0.253,0.558,-28.30%,0.083,-0.288,-0.818,-20.86%,-0.128,-0.225
wma_6-12 | classic_long_short | scaled cap25 | top30,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,30,scaled,0.25,1.0,,6.0,12.0,-3435.76%,,504.60%,,-1963.11%,53.75%,-33.358,False,-4.653,-51.16%,-0.139,-0.210,-4.407,-50.33%,-0.219,-0.210,-3.080,-65.19%,-0.121,-0.211,2.595,-144.92%,0.081,-0.232,-3.600,-109.89%,-0.119,-0.224
wma_6-12 | classic_long_short | scaled cap20 | top30,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,30,scaled,0.2,1.0,,6.0,12.0,-3435.76%,,504.60%,,-1963.11%,53.75%,-33.358,False,-4.653,-51.16%,-0.139,-0.210,-4.407,-50.33%,-0.219,-0.210,-3.080,-65.19%,-0.121,-0.211,2.595,-144.92%,0.081,-0.232,-3.600,-109.89%,-0.119,-0.224
wma_6-12 | classic_long_short | scaled cap15 | top30,wma_6-12,wma_crossover,,1,wma_crossover,classic_long_short,30,scaled,0.15,1.0,,6.0,12.0,-3438.97%,,504.60%,,-1964.91%,53.75%,-33.390,False,-4.653,-51.15%,-0.139,-0.210,-4.407,-50.32%,-0.219,-0.210,-3.080,-65.19%,-0.121,-0.211,2.595,-144.92%,0.081,-0.232,-3.600,-109.89%,-0.119,-0.224
wma_6-12 | directional_abs | equal | top10,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,10,equal,,1.0,,6.0,12.0,691.63%,8.42%,621.32%,0.014,-101.68%,56.03%,7.916,False,-6.007,-58.46%,-0.146,-0.204,-5.502,-59.36%,-0.222,-0.204,-3.946,-76.89%,-0.126,-0.204,3.073,-177.73%,0.078,-0.229,-4.576,-137.00%,-0.123,-0.226
wma_6-12 | directional_abs | scaled cap25 | top10,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,10,scaled,0.25,1.0,,6.0,12.0,1737.29%,12.05%,1105.61%,0.011,-102.88%,56.35%,18.373,False,-10.300,-113.63%,-0.141,-0.203,-9.684,-112.55%,-0.220,-0.203,-6.773,-145.16%,-0.122,-0.203,5.548,-319.54%,0.079,-0.223,-7.972,-244.90%,-0.120,-0.225
wma_6-12 | directional_abs | scaled cap20 | top10,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,10,scaled,0.2,1.0,,6.0,12.0,1859.99%,12.33%,1105.61%,0.011,-102.92%,56.03%,19.600,False,-10.312,-113.29%,-0.141,-0.202,-9.688,-112.27%,-0.220,-0.202,-6.781,-144.85%,-0.122,-0.203,5.533,-319.22%,0.079,-0.223,-7.989,-244.68%,-0.121,-0.224
wma_6-12 | directional_abs | scaled cap15 | top10,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,10,scaled,0.15,1.0,,6.0,12.0,1691.94%,11.94%,927.41%,0.013,-102.95%,55.70%,17.919,False,-8.745,-93.11%,-0.142,-0.203,-8.164,-92.80%,-0.221,-0.203,-5.750,-119.89%,-0.123,-0.203,4.619,-267.15%,0.079,-0.225,-6.744,-205.09%,-0.121,-0.225
wma_6-12 | directional_abs | equal | top20,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,20,equal,,1.0,,6.0,12.0,-2019.40%,,314.99%,,-389.59%,57.33%,-19.194,False,-3.176,-22.79%,-0.152,-0.201,-2.801,-24.40%,-0.223,-0.200,-2.074,-32.66%,-0.131,-0.202,1.613,-85.77%,0.081,-0.231,-2.400,-65.41%,-0.127,-0.220
wma_6-12 | directional_abs | scaled cap25 | top20,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,20,scaled,0.25,1.0,,6.0,12.0,-1234.75%,,671.77%,,-309.77%,55.37%,-11.348,False,-6.365,-63.70%,-0.143,-0.202,-5.895,-63.96%,-0.220,-0.202,-4.171,-83.32%,-0.123,-0.202,3.432,-190.91%,0.081,-0.224,-4.902,-145.60%,-0.122,-0.222
wma_6-12 | directional_abs | scaled cap20 | top20,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,20,scaled,0.2,1.0,,6.0,12.0,-1237.23%,,671.77%,,-309.76%,55.37%,-11.372,False,-6.365,-63.68%,-0.143,-0.202,-5.895,-63.95%,-0.220,-0.202,-4.171,-83.31%,-0.123,-0.202,3.431,-190.89%,0.081,-0.224,-4.903,-145.60%,-0.122,-0.222
wma_6-12 | directional_abs | scaled cap15 | top20,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,20,scaled,0.15,1.0,,6.0,12.0,-1310.67%,,671.78%,,-309.40%,55.37%,-12.107,False,-6.377,-63.32%,-0.143,-0.201,-5.900,-63.65%,-0.220,-0.201,-4.179,-82.98%,-0.124,-0.202,3.416,-190.57%,0.080,-0.224,-4.920,-145.37%,-0.122,-0.222
wma_6-12 | directional_abs | equal | top30,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,30,equal,,1.0,,6.0,12.0,-1367.08%,,212.45%,,-389.07%,56.35%,-12.671,False,-2.214,-13.65%,-0.157,-0.210,-1.898,-15.35%,-0.224,-0.209,-1.430,-20.70%,-0.134,-0.211,1.098,-56.83%,0.082,-0.242,-1.653,-43.45%,-0.130,-0.222
wma_6-12 | directional_abs | scaled cap25 | top30,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,30,scaled,0.25,1.0,,6.0,12.0,-1643.59%,,506.45%,,-446.52%,55.37%,-15.436,False,-4.862,-46.45%,-0.145,-0.204,-4.457,-47.14%,-0.221,-0.204,-3.173,-61.57%,-0.124,-0.205,2.600,-143.13%,0.081,-0.228,-3.728,-109.17%,-0.123,-0.223
wma_6-12 | directional_abs | scaled cap20 | top30,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,30,scaled,0.2,1.0,,6.0,12.0,-1643.59%,,506.45%,,-446.52%,55.37%,-15.436,False,-4.862,-46.45%,-0.145,-0.204,-4.457,-47.14%,-0.221,-0.204,-3.173,-61.57%,-0.124,-0.205,2.600,-143.13%,0.081,-0.228,-3.728,-109.17%,-0.123,-0.223
wma_6-12 | directional_abs | scaled cap15 | top30,wma_6-12,wma_crossover,,1,wma_crossover,directional_abs,30,scaled,0.15,1.0,,6.0,12.0,-1676.53%,,506.45%,,-446.32%,55.37%,-15.765,False,-4.866,-46.33%,-0.145,-0.204,-4.458,-47.04%,-0.221,-0.204,-3.176,-61.46%,-0.125,-0.205,2.594,-143.02%,0.081,-0.228,-3.733,-109.11%,-0.123,-0.223
sma_6-18 | long_only | equal | top10,sma_6-18,sma_crossover,,1,sma_crossover,long_only,10,equal,,1.0,,6.0,18.0,24208.62%,24.48%,36.26%,0.675,-68.47%,58.47%,243.086,True,1.174,16.52%,0.483,0.575,0.934,18.20%,0.648,0.631,1.097,17.23%,0.602,0.628,0.915,12.43%,0.447,0.364,1.008,18.04%,0.538,0.613
sma_6-18 | long_only | scaled cap25 | top10,sma_6-18,sma_crossover,,1,sma_crossover,long_only,10,scaled,0.25,1.0,,6.0,18.0,23919.88%,24.42%,42.59%,0.573,-77.65%,59.47%,240.199,True,1.339,17.21%,0.469,0.545,1.030,19.51%,0.608,0.587,1.241,18.13%,0.580,0.588,1.000,12.27%,0.421,0.331,1.133,18.95%,0.518,0.555
sma_6-18 | long_only | scaled cap20 | top10,sma_6-18,sma_crossover,,1,sma_crossover,long_only,10,scaled,0.2,1.0,,6.0,18.0,22576.02%,24.14%,41.33%,0.584,-75.56%,59.14%,226.760,True,1.296,16.90%,0.468,0.541,1.002,19.06%,0.610,0.583,1.209,17.70%,0.582,0.586,0.985,12.10%,0.428,0.333,1.099,18.52%,0.518,0.557
sma_6-18 | long_only | scaled cap15 | top10,sma_6-18,sma_crossover,,1,sma_crossover,long_only,10,scaled,0.15,1.0,,6.0,18.0,27714.50%,25.15%,39.22%,0.641,-71.42%,60.13%,278.145,True,1.228,17.59%,0.468,0.572,0.961,19.52%,0.616,0.618,1.154,18.26%,0.586,0.622,0.964,12.70%,0.441,0.365,1.042,18.87%,0.519,0.594
sma_6-18 | long_only | equal | top20,sma_6-18,sma_crossover,,1,sma_crossover,long_only,20,equal,,1.0,,6.0,18.0,12898.29%,21.42%,29.92%,0.716,-66.11%,60.13%,129.983,True,1.112,12.65%,0.555,0.553,0.829,14.86%,0.697,0.592,1.021,13.51%,0.679,0.625,0.812,10.57%,0.467,0.317,0.922,14.85%,0.582,0.604
sma_6-18 | long_only | scaled cap25 | top20,sma_6-18,sma_crossover,,1,sma_crossover,long_only,20,scaled,0.25,1.0,,6.0,18.0,24707.20%,24.58%,37.59%,0.654,-74.40%,57.81%,248.072,True,1.259,16.27%,0.500,0.577,0.965,18.47%,0.646,0.629,1.159,17.21%,0.613,0.631,0.937,12.19%,0.443,0.352,1.071,18.15%,0.551,0.608
sma_6-18 | long_only | scaled cap20 | top20,sma_6-18,sma_crossover,,1,sma_crossover,long_only,20,scaled,0.2,1.0,,6.0,18.0,23671.60%,24.37%,37.25%,0.654,-73.67%,58.47%,237.716,True,1.246,16.10%,0.499,0.573,0.954,18.29%,0.644,0.624,1.149,17.01%,0.614,0.627,0.936,12.01%,0.446,0.349,1.060,17.96%,0.550,0.605
sma_6-18 | long_only | scaled cap15 | top20,sma_6-18,sma_crossover,,1,sma_crossover,long_only,20,scaled,0.15,1.0,,6.0,18.0,23338.74%,24.30%,36.56%,0.665,-71.76%,59.14%,234.387,True,1.222,16.03%,0.499,0.574,0.936,18.17%,0.644,0.623,1.131,16.88%,0.615,0.630,0.928,12.06%,0.450,0.355,1.036,17.82%,0.548,0.608
sma_6-18 | long_only | equal | top30,sma_6-18,sma_crossover,,1,sma_crossover,long_only,30,equal,,1.0,,6.0,18.0,10757.85%,20.55%,27.27%,0.753,-62.17%,60.47%,108.579,True,1.076,11.55%,0.589,0.559,0.818,13.51%,0.755,0.623,0.977,12.50%,0.712,0.641,0.720,11.37%,0.448,0.326,0.920,14.35%,0.629,0.660
sma_6-18 | long_only | scaled cap25 | top30,sma_6-18,sma_crossover,,1,sma_crossover,long_only,30,scaled,0.25,1.0,,6.0,18.0,21235.82%,23.84%,33.91%,0.703,-69.31%,58.80%,213.358,True,1.184,15.17%,0.521,0.586,0.907,17.23%,0.673,0.644,1.093,16.01%,0.641,0.651,0.871,12.03%,0.454,0.359,1.018,17.13%,0.580,0.644
sma_6-18 | long_only | scaled cap20 | top30,sma_6-18,sma_crossover,,1,sma_crossover,long_only,30,scaled,0.2,1.0,,6.0,18.0,20597.26%,23.69%,33.86%,0.700,-69.31%,58.80%,206.973,True,1.182,15.05%,0.521,0.582,0.904,17.13%,0.672,0.638,1.092,15.89%,0.642,0.647,0.874,11.81%,0.456,0.354,1.013,16.95%,0.578,0.637
sma_6-18 | long_only | scaled cap15 | top30,sma_6-18,sma_crossover,,1,sma_crossover,long_only,30,scaled,0.15,1.0,,6.0,18.0,19513.81%,23.42%,33.68%,0.696,-69.31%,59.14%,196.138,True,1.177,14.82%,0.522,0.577,0.899,16.92%,0.672,0.630,1.088,15.65%,0.643,0.641,0.876,11.59%,0.459,0.349,1.007,16.70%,0.577,0.628
sma_6-18 | classic_long_short | equal | top10,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,10,equal,,1.0,,6.0,18.0,-3754.66%,,316.38%,,-2014.28%,53.82%,-36.547,False,-2.993,-26.97%,-0.141,-0.212,-2.770,-26.94%,-0.220,-0.212,-1.943,-37.55%,-0.122,-0.212,1.593,-86.97%,0.080,-0.237,-2.285,-65.20%,-0.122,-0.219
sma_6-18 | classic_long_short | scaled cap25 | top10,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,10,scaled,0.25,1.0,,6.0,18.0,-2901.30%,,997.59%,,-1506.24%,51.83%,-28.013,False,-9.145,-103.49%,-0.137,-0.207,-8.664,-101.20%,-0.219,-0.207,-5.917,-136.01%,-0.118,-0.207,5.024,-287.34%,0.080,-0.226,-6.952,-218.64%,-0.117,-0.224
sma_6-18 | classic_long_short | scaled cap20 | top10,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,10,scaled,0.2,1.0,,6.0,18.0,-2892.08%,,997.59%,,-1482.56%,51.50%,-27.921,False,-9.152,-103.43%,-0.137,-0.207,-8.669,-101.15%,-0.219,-0.207,-5.920,-135.99%,-0.118,-0.207,5.018,-287.39%,0.080,-0.226,-6.961,-218.76%,-0.118,-0.224
sma_6-18 | classic_long_short | scaled cap15 | top10,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,10,scaled,0.15,1.0,,6.0,18.0,-3348.22%,,934.54%,,-1702.07%,50.83%,-32.482,False,-8.598,-95.89%,-0.137,-0.207,-8.133,-93.87%,-0.219,-0.207,-5.562,-126.47%,-0.118,-0.207,4.687,-268.45%,0.080,-0.226,-6.542,-204.29%,-0.118,-0.224
sma_6-18 | classic_long_short | equal | top20,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,20,equal,,1.0,,6.0,18.0,-1032.01%,,160.34%,,-694.38%,55.15%,-9.320,False,-1.572,-13.52%,-0.146,-0.244,-1.470,-13.34%,-0.231,-0.242,-1.032,-18.96%,-0.128,-0.243,0.800,-44.95%,0.080,-0.275,-1.209,-33.97%,-0.127,-0.233
sma_6-18 | classic_long_short | scaled cap25 | top20,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,20,scaled,0.25,1.0,,6.0,18.0,-3771.13%,,608.94%,,-2103.32%,52.49%,-36.711,False,-5.624,-60.80%,-0.138,-0.210,-5.311,-59.58%,-0.219,-0.210,-3.643,-80.76%,-0.119,-0.210,3.072,-173.80%,0.081,-0.230,-4.275,-131.82%,-0.118,-0.224
sma_6-18 | classic_long_short | scaled cap20 | top20,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,20,scaled,0.2,1.0,,6.0,18.0,-3767.59%,,608.94%,,-2101.39%,52.49%,-36.676,False,-5.624,-60.81%,-0.138,-0.210,-5.311,-59.58%,-0.219,-0.210,-3.643,-80.77%,-0.119,-0.210,3.072,-173.80%,0.081,-0.230,-4.275,-131.83%,-0.118,-0.224
sma_6-18 | classic_long_short | scaled cap15 | top20,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,20,scaled,0.15,1.0,,6.0,18.0,-3672.57%,,608.93%,,-2044.28%,52.49%,-35.726,False,-5.626,-60.90%,-0.138,-0.210,-5.313,-59.67%,-0.220,-0.210,-3.644,-80.86%,-0.119,-0.210,3.073,-173.98%,0.081,-0.230,-4.277,-131.99%,-0.118,-0.224
sma_6-18 | classic_long_short | equal | top30,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,30,equal,,1.0,,6.0,18.0,-788.21%,,107.92%,,-598.89%,55.48%,-6.882,False,-1.060,-8.05%,-0.147,-0.262,-0.988,-7.96%,-0.230,-0.257,-0.699,-11.68%,-0.129,-0.260,0.548,-29.24%,0.081,-0.296,-0.823,-21.89%,-0.129,-0.233
sma_6-18 | classic_long_short | scaled cap25 | top30,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,30,scaled,0.25,1.0,,6.0,18.0,-2711.87%,,393.65%,,-1606.10%,55.15%,-26.119,False,-3.686,-37.79%,-0.140,-0.216,-3.467,-37.15%,-0.222,-0.216,-2.392,-50.83%,-0.121,-0.216,1.989,-111.81%,0.081,-0.238,-2.793,-84.65%,-0.120,-0.225
sma_6-18 | classic_long_short | scaled cap20 | top30,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,30,scaled,0.2,1.0,,6.0,18.0,-2711.87%,,393.65%,,-1606.10%,55.15%,-26.119,False,-3.686,-37.79%,-0.140,-0.216,-3.467,-37.15%,-0.222,-0.216,-2.392,-50.83%,-0.121,-0.216,1.989,-111.81%,0.081,-0.238,-2.793,-84.65%,-0.120,-0.225
sma_6-18 | classic_long_short | scaled cap15 | top30,sma_6-18,sma_crossover,,1,sma_crossover,classic_long_short,30,scaled,0.15,1.0,,6.0,18.0,-2709.90%,,393.65%,,-1604.97%,55.15%,-26.099,False,-3.687,-37.80%,-0.140,-0.216,-3.467,-37.15%,-0.222,-0.216,-2.392,-50.83%,-0.121,-0.216,1.989,-111.81%,0.081,-0.238,-2.793,-84.65%,-0.120,-0.225
sma_6-18 | directional_abs | equal | top10,sma_6-18,sma_crossover,,1,sma_crossover,directional_abs,10,equal,,1.0,,6.0,18.0,-4313.37%,,627.95%,,-655.34%,55.81%,-42.134,False,-5.771,-54.87%,-0.137,-0.197,-5.306,-55.21%,-0.213,-0.197,-3.605,-76.72%,-0.114,-0.197,3.305,-175.10%,0.084,-0.221,-4.276,-132.57%,-0.115,-0.218
