strategy_name,signal_name,signal_type,volatility_lookback_months,strategy_type,weighting,top_n,momentum_window,lookback_months,skip_months,max_weight,gross_exposure,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,best_month,worst_month,final_value,min_equity_value,valid_for_chart
directional_abs scaled cap20 top25 raw mom18-1,raw,momentum,,directional_abs,scaled,25,18-1,18,1,0.2,1.0,-4100.12%,,213.41%,,-410.98%,55.81%,36.05%,-1054.16%,-40.00,-55.14,False
directional_abs scaled cap15 top25 raw mom18-1,raw,momentum,,directional_abs,scaled,25,18-1,18,1,0.15,1.0,-3660.79%,,213.38%,,-391.59%,56.15%,34.62%,-1054.16%,-35.61,-49.08,False
directional_abs scaled cap10 top25 raw mom18-1,raw,momentum,,directional_abs,scaled,25,18-1,18,1,0.1,1.0,-3097.72%,,213.27%,,-385.94%,55.81%,28.77%,-1054.16%,-29.98,-41.32,False
directional_abs equal top30 raw mom18-1,raw,momentum,,directional_abs,equal,30,18-1,18,1,,1.0,-2451.10%,,212.90%,,-529.84%,57.14%,34.04%,-1055.92%,-23.51,-30.58,False
directional_abs scaled cap30 top30 raw mom18-1,raw,momentum,,directional_abs,scaled,30,18-1,18,1,0.3,1.0,-4587.98%,,192.58%,,-479.08%,56.81%,34.36%,-949.54%,-44.88,-61.22,False
directional_abs scaled cap25 top30 raw mom18-1,raw,momentum,,directional_abs,scaled,30,18-1,18,1,0.25,1.0,-4418.30%,,192.57%,,-463.54%,56.81%,34.36%,-949.54%,-43.18,-58.90,False
directional_abs scaled cap20 top30 raw mom18-1,raw,momentum,,directional_abs,scaled,30,18-1,18,1,0.2,1.0,-4202.71%,,192.55%,,-450.53%,56.81%,34.36%,-949.54%,-41.03,-55.96,False
directional_abs scaled cap15 top30 raw mom18-1,raw,momentum,,directional_abs,scaled,30,18-1,18,1,0.15,1.0,-3813.67%,,192.53%,,-429.70%,56.81%,34.15%,-949.54%,-37.14,-50.65,False
directional_abs scaled cap10 top30 raw mom18-1,raw,momentum,,directional_abs,scaled,30,18-1,18,1,0.1,1.0,-3222.73%,,192.42%,,-418.27%,56.48%,28.33%,-949.54%,-31.23,-42.59,False
directional_abs equal top40 raw mom18-1,raw,momentum,,directional_abs,equal,40,18-1,18,1,,1.0,-1855.73%,,162.38%,,-462.65%,57.48%,35.17%,-802.31%,-17.56,-21.45,False
directional_abs scaled cap30 top40 raw mom18-1,raw,momentum,,directional_abs,scaled,40,18-1,18,1,0.3,1.0,-4282.63%,,164.80%,,-501.03%,56.15%,32.00%,-810.30%,-41.83,-55.35,False
directional_abs scaled cap25 top40 raw mom18-1,raw,momentum,,directional_abs,scaled,40,18-1,18,1,0.25,1.0,-4109.83%,,164.79%,,-483.78%,56.15%,32.00%,-810.30%,-40.10,-53.07,False
directional_abs scaled cap20 top40 raw mom18-1,raw,momentum,,directional_abs,scaled,40,18-1,18,1,0.2,1.0,-3935.07%,,164.77%,,-468.31%,56.15%,32.00%,-810.30%,-38.35,-50.75,False
directional_abs scaled cap15 top40 raw mom18-1,raw,momentum,,directional_abs,scaled,40,18-1,18,1,0.15,1.0,-3634.51%,,164.75%,,-450.55%,56.15%,32.00%,-810.30%,-35.35,-46.78,False
directional_abs scaled cap10 top40 raw mom18-1,raw,momentum,,directional_abs,scaled,40,18-1,18,1,0.1,1.0,-3106.14%,,164.66%,,-431.85%,55.81%,27.66%,-810.30%,-30.06,-39.78,False
long_only equal top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,equal,10,18-1,18,1,,1.0,6065.32%,17.86%,28.35%,0.630,-58.42%,58.47%,31.07%,-25.78%,61.65,0.96,True
long_only scaled cap30 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,10,18-1,18,1,0.3,1.0,5367.41%,17.30%,31.67%,0.546,-66.57%,57.48%,41.21%,-29.74%,54.67,0.87,True
long_only scaled cap25 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,10,18-1,18,1,0.25,1.0,5980.83%,17.79%,31.32%,0.568,-65.66%,57.48%,42.01%,-28.24%,60.81,0.90,True
long_only scaled cap20 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,10,18-1,18,1,0.2,1.0,6098.82%,17.88%,30.92%,0.578,-65.59%,58.14%,43.44%,-26.85%,61.99,0.94,True
long_only scaled cap15 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,10,18-1,18,1,0.15,1.0,6688.19%,18.31%,29.89%,0.613,-62.53%,58.14%,38.66%,-26.17%,67.88,0.96,True
long_only scaled cap10 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,10,18-1,18,1,0.1,1.0,6065.32%,17.86%,28.35%,0.630,-58.42%,58.47%,31.07%,-25.78%,61.65,0.96,True
long_only equal top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,equal,20,18-1,18,1,,1.0,10637.09%,20.49%,26.39%,0.777,-56.49%,60.13%,31.41%,-24.53%,107.37,0.96,True
long_only scaled cap30 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,20,18-1,18,1,0.3,1.0,7503.87%,18.85%,29.18%,0.646,-57.06%,56.48%,35.68%,-22.54%,76.04,0.93,True
long_only scaled cap25 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,20,18-1,18,1,0.25,1.0,7588.39%,18.90%,29.07%,0.650,-57.47%,57.14%,35.57%,-23.79%,76.88,0.97,True
long_only scaled cap20 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,20,18-1,18,1,0.2,1.0,8052.47%,19.18%,28.92%,0.663,-58.73%,58.47%,35.58%,-25.03%,81.52,0.97,True
long_only scaled cap15 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,20,18-1,18,1,0.15,1.0,8786.26%,19.59%,28.64%,0.684,-59.82%,58.14%,36.00%,-26.24%,88.86,0.97,True
long_only scaled cap10 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,20,18-1,18,1,0.1,1.0,9049.97%,19.73%,27.73%,0.711,-58.42%,59.14%,33.27%,-25.60%,91.50,0.96,True
long_only equal top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,equal,25,18-1,18,1,,1.0,10367.63%,20.37%,25.82%,0.789,-55.84%,60.13%,29.39%,-24.17%,104.68,0.91,True
long_only scaled cap30 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,25,18-1,18,1,0.3,1.0,8697.35%,19.54%,28.55%,0.684,-55.96%,57.81%,34.60%,-22.02%,87.97,0.94,True
long_only scaled cap25 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,25,18-1,18,1,0.25,1.0,8642.34%,19.51%,28.49%,0.685,-56.59%,58.47%,34.42%,-23.23%,87.42,0.96,True
long_only scaled cap20 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,25,18-1,18,1,0.2,1.0,8777.79%,19.58%,28.41%,0.689,-57.72%,58.14%,34.24%,-24.44%,88.78,0.96,True
long_only scaled cap15 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,25,18-1,18,1,0.15,1.0,9264.65%,19.84%,28.19%,0.704,-59.13%,58.80%,34.11%,-25.65%,93.65,0.96,True
long_only scaled cap10 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,25,18-1,18,1,0.1,1.0,9653.10%,20.03%,27.58%,0.726,-58.67%,60.13%,33.50%,-25.48%,97.53,0.96,True
long_only equal top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,equal,30,18-1,18,1,,1.0,13188.43%,21.52%,26.07%,0.825,-55.90%,60.47%,37.42%,-24.76%,132.88,0.92,True
long_only scaled cap30 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,30,18-1,18,1,0.3,1.0,9130.11%,19.77%,28.05%,0.705,-55.32%,58.80%,34.30%,-21.25%,92.30,0.92,True
long_only scaled cap25 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,30,18-1,18,1,0.25,1.0,8913.25%,19.66%,27.99%,0.702,-55.93%,58.47%,34.14%,-22.40%,90.13,0.95,True
long_only scaled cap20 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,30,18-1,18,1,0.2,1.0,8916.46%,19.66%,27.93%,0.704,-56.69%,58.47%,33.94%,-23.56%,90.16,0.96,True
long_only scaled cap15 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,30,18-1,18,1,0.15,1.0,9361.39%,19.89%,27.75%,0.717,-58.09%,58.80%,33.74%,-24.71%,94.61,0.96,True
long_only scaled cap10 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,30,18-1,18,1,0.1,1.0,10159.66%,20.28%,27.36%,0.741,-58.63%,60.47%,33.43%,-25.47%,102.60,0.96,True
long_only equal top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,equal,40,18-1,18,1,,1.0,10440.88%,20.41%,25.64%,0.796,-54.68%,60.47%,37.83%,-26.03%,105.41,0.89,True
long_only scaled cap30 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,18-1,18,1,0.3,1.0,10451.81%,20.41%,27.32%,0.747,-54.37%,60.47%,34.55%,-21.18%,105.52,0.93,True
long_only scaled cap25 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,18-1,18,1,0.25,1.0,10390.71%,20.38%,27.27%,0.747,-55.02%,60.13%,34.48%,-21.84%,104.91,0.95,True
long_only scaled cap20 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,18-1,18,1,0.2,1.0,10247.01%,20.32%,27.23%,0.746,-55.61%,59.80%,34.30%,-22.96%,103.47,0.94,True
long_only scaled cap15 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,18-1,18,1,0.15,1.0,10395.13%,20.38%,27.17%,0.750,-56.67%,59.80%,34.12%,-24.08%,104.95,0.94,True
long_only scaled cap10 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,long_only,scaled,40,18-1,18,1,0.1,1.0,10951.00%,20.63%,26.98%,0.765,-57.90%,59.47%,33.99%,-25.19%,110.51,0.94,True
classic_long_short equal top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,10,18-1,18,1,,1.0,35.58%,1.22%,15.19%,0.080,-51.92%,52.82%,13.53%,-26.90%,1.36,0.92,True
classic_long_short scaled cap30 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,18-1,18,1,0.3,1.0,19.57%,0.72%,18.09%,0.040,-43.13%,48.17%,17.33%,-29.65%,1.20,0.77,True
classic_long_short scaled cap25 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,18-1,18,1,0.25,1.0,27.16%,0.96%,17.85%,0.054,-41.45%,49.83%,17.33%,-29.65%,1.27,0.82,True
classic_long_short scaled cap20 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,18-1,18,1,0.2,1.0,32.70%,1.13%,17.61%,0.064,-40.35%,50.83%,17.33%,-29.65%,1.33,0.85,True
classic_long_short scaled cap15 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,18-1,18,1,0.15,1.0,50.72%,1.65%,17.19%,0.096,-40.22%,50.17%,17.79%,-29.65%,1.51,0.90,True
classic_long_short scaled cap10 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,10,18-1,18,1,0.1,1.0,64.21%,2.00%,16.59%,0.120,-40.58%,52.49%,19.19%,-29.99%,1.64,0.93,True
classic_long_short equal top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,20,18-1,18,1,,1.0,70.38%,2.15%,12.33%,0.174,-35.78%,55.48%,10.87%,-22.45%,1.70,0.95,True
classic_long_short scaled cap30 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,18-1,18,1,0.3,1.0,43.49%,1.45%,15.73%,0.092,-40.56%,53.16%,14.62%,-26.40%,1.43,0.85,True
classic_long_short scaled cap25 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,18-1,18,1,0.25,1.0,47.81%,1.57%,15.60%,0.101,-39.97%,53.49%,14.62%,-26.40%,1.48,0.85,True
classic_long_short scaled cap20 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,18-1,18,1,0.2,1.0,52.25%,1.69%,15.47%,0.109,-38.74%,53.16%,14.62%,-26.40%,1.52,0.87,True
classic_long_short scaled cap15 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,18-1,18,1,0.15,1.0,61.92%,1.94%,15.27%,0.127,-37.74%,54.82%,14.62%,-26.40%,1.62,0.91,True
classic_long_short scaled cap10 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,20,18-1,18,1,0.1,1.0,79.90%,2.37%,14.99%,0.158,-37.71%,55.15%,14.81%,-26.40%,1.80,0.94,True
classic_long_short equal top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,25,18-1,18,1,,1.0,73.85%,2.23%,11.23%,0.198,-33.68%,55.48%,9.36%,-20.88%,1.74,0.95,True
classic_long_short scaled cap30 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,18-1,18,1,0.3,1.0,55.54%,1.78%,14.92%,0.119,-36.04%,54.49%,13.07%,-25.27%,1.56,0.86,True
classic_long_short scaled cap25 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,18-1,18,1,0.25,1.0,56.52%,1.80%,14.81%,0.122,-36.23%,54.49%,13.07%,-25.27%,1.57,0.86,True
classic_long_short scaled cap20 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,18-1,18,1,0.2,1.0,59.03%,1.87%,14.70%,0.127,-35.41%,54.82%,13.07%,-25.27%,1.59,0.86,True
classic_long_short scaled cap15 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,18-1,18,1,0.15,1.0,64.39%,2.00%,14.53%,0.138,-34.45%,54.49%,13.07%,-25.27%,1.64,0.89,True
classic_long_short scaled cap10 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,25,18-1,18,1,0.1,1.0,76.20%,2.28%,14.33%,0.159,-34.97%,55.48%,13.13%,-25.27%,1.76,0.93,True
classic_long_short equal top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,30,18-1,18,1,,1.0,93.23%,2.66%,10.50%,0.253,-30.84%,56.48%,9.76%,-20.27%,1.93,0.95,True
classic_long_short scaled cap30 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,18-1,18,1,0.3,1.0,59.73%,1.88%,14.14%,0.133,-34.30%,55.15%,11.79%,-24.39%,1.60,0.86,True
classic_long_short scaled cap25 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,18-1,18,1,0.25,1.0,60.59%,1.91%,14.07%,0.135,-34.30%,55.15%,11.79%,-24.39%,1.61,0.86,True
classic_long_short scaled cap20 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,18-1,18,1,0.2,1.0,61.36%,1.93%,13.97%,0.138,-34.04%,54.82%,11.79%,-24.39%,1.61,0.86,True
classic_long_short scaled cap15 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,18-1,18,1,0.15,1.0,64.79%,2.01%,13.83%,0.145,-33.45%,54.82%,11.79%,-24.39%,1.65,0.88,True
classic_long_short scaled cap10 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,30,18-1,18,1,0.1,1.0,73.46%,2.22%,13.64%,0.163,-33.71%,56.15%,11.79%,-24.39%,1.73,0.92,True
classic_long_short equal top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,40,18-1,18,1,,1.0,-742.72%,,81.02%,,-493.15%,56.15%,8.29%,-403.33%,-6.43,-7.50,False
classic_long_short scaled cap30 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,18-1,18,1,0.3,1.0,-169.87%,,29.16%,,-147.92%,56.15%,11.37%,-132.35%,-0.70,-0.86,False
classic_long_short scaled cap25 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,18-1,18,1,0.25,1.0,-170.77%,,29.13%,,-148.00%,56.15%,11.37%,-132.35%,-0.71,-0.87,False
classic_long_short scaled cap20 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,18-1,18,1,0.2,1.0,-171.39%,,29.11%,,-147.97%,56.15%,11.37%,-132.35%,-0.71,-0.88,False
classic_long_short scaled cap15 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,18-1,18,1,0.15,1.0,-172.44%,,29.06%,,-148.46%,56.48%,11.22%,-132.35%,-0.72,-0.89,False
classic_long_short scaled cap10 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,18-1,18,1,0.1,1.0,-175.46%,,28.97%,,-148.55%,56.81%,10.81%,-132.35%,-0.75,-0.93,False
directional_abs equal top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,10,18-1,18,1,,1.0,1405.59%,11.42%,27.02%,0.423,-71.44%,56.15%,31.07%,-28.52%,15.06,0.98,True
directional_abs scaled cap30 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,18-1,18,1,0.3,1.0,847.91%,9.38%,27.62%,0.340,-75.88%,54.15%,35.41%,-23.72%,9.48,0.83,True
directional_abs scaled cap25 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,18-1,18,1,0.25,1.0,877.68%,9.52%,27.53%,0.346,-75.08%,54.82%,35.41%,-23.72%,9.78,0.86,True
directional_abs scaled cap20 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,18-1,18,1,0.2,1.0,945.05%,9.81%,27.43%,0.358,-74.68%,54.49%,35.56%,-23.72%,10.45,0.90,True
directional_abs scaled cap15 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,18-1,18,1,0.15,1.0,1145.43%,10.58%,27.25%,0.388,-73.69%,56.48%,35.93%,-24.37%,12.45,0.94,True
directional_abs scaled cap10 top10 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,18-1,18,1,0.1,1.0,1405.59%,11.42%,27.02%,0.423,-71.44%,56.15%,31.07%,-28.52%,15.06,0.98,True
directional_abs equal top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,20,18-1,18,1,,1.0,420.45%,6.80%,23.88%,0.285,-75.76%,57.14%,19.87%,-23.62%,5.20,0.99,True
directional_abs scaled cap30 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,18-1,18,1,0.3,1.0,503.53%,7.43%,25.20%,0.295,-75.81%,54.49%,27.94%,-22.01%,6.04,0.82,True
directional_abs scaled cap25 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,18-1,18,1,0.25,1.0,524.44%,7.58%,25.07%,0.302,-75.23%,54.49%,27.94%,-21.38%,6.24,0.85,True
directional_abs scaled cap20 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,18-1,18,1,0.2,1.0,526.81%,7.59%,24.96%,0.304,-74.77%,54.82%,27.94%,-21.27%,6.27,0.88,True
directional_abs scaled cap15 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,18-1,18,1,0.15,1.0,539.24%,7.68%,24.84%,0.309,-74.60%,54.82%,27.92%,-22.22%,6.39,0.92,True
directional_abs scaled cap10 top20 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,18-1,18,1,0.1,1.0,611.67%,8.14%,24.63%,0.330,-74.54%,55.15%,27.77%,-23.55%,7.12,0.96,True
directional_abs equal top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,25,18-1,18,1,,1.0,323.25%,5.92%,23.13%,0.256,-77.28%,58.47%,18.83%,-22.52%,4.23,1.00,True
directional_abs scaled cap30 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,18-1,18,1,0.3,1.0,441.89%,6.97%,24.56%,0.284,-75.78%,56.48%,26.69%,-21.88%,5.42,0.84,True
directional_abs scaled cap25 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,18-1,18,1,0.25,1.0,466.84%,7.16%,24.46%,0.293,-75.19%,56.48%,26.69%,-21.25%,5.67,0.87,True
directional_abs scaled cap20 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,18-1,18,1,0.2,1.0,471.65%,7.20%,24.33%,0.296,-74.76%,57.14%,26.69%,-21.07%,5.72,0.90,True
directional_abs scaled cap15 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,18-1,18,1,0.15,1.0,477.44%,7.24%,24.23%,0.299,-74.19%,56.81%,26.69%,-21.67%,5.77,0.94,True
directional_abs scaled cap10 top25 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,18-1,18,1,0.1,1.0,515.57%,7.51%,24.05%,0.312,-74.26%,58.14%,26.52%,-22.99%,6.16,0.98,True
directional_abs equal top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,30,18-1,18,1,,1.0,274.93%,5.41%,22.63%,0.239,-77.58%,56.15%,19.23%,-20.14%,3.75,0.99,True
directional_abs scaled cap30 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,18-1,18,1,0.3,1.0,416.57%,6.77%,24.15%,0.280,-76.25%,57.48%,25.33%,-22.05%,5.17,0.83,True
directional_abs scaled cap25 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,18-1,18,1,0.25,1.0,441.54%,6.97%,24.06%,0.290,-75.63%,57.48%,25.33%,-21.43%,5.42,0.85,True
directional_abs scaled cap20 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,18-1,18,1,0.2,1.0,451.13%,7.04%,23.94%,0.294,-75.20%,57.81%,25.33%,-20.81%,5.51,0.88,True
directional_abs scaled cap15 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,18-1,18,1,0.15,1.0,453.42%,7.06%,23.84%,0.296,-74.66%,57.81%,25.33%,-20.80%,5.53,0.91,True
directional_abs scaled cap10 top30 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,18-1,18,1,0.1,1.0,468.98%,7.18%,23.67%,0.303,-74.84%,57.81%,25.16%,-22.04%,5.69,0.96,True
directional_abs equal top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,40,18-1,18,1,,1.0,235.73%,4.95%,21.68%,0.228,-72.64%,57.81%,17.59%,-22.45%,3.36,0.95,True
directional_abs scaled cap30 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,18-1,18,1,0.3,1.0,414.41%,6.75%,23.41%,0.288,-73.83%,56.15%,23.16%,-22.68%,5.14,0.85,True
directional_abs scaled cap25 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,18-1,18,1,0.25,1.0,438.15%,6.94%,23.32%,0.298,-73.16%,56.15%,23.16%,-22.10%,5.38,0.86,True
directional_abs scaled cap20 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,18-1,18,1,0.2,1.0,456.15%,7.08%,23.21%,0.305,-72.59%,57.14%,23.16%,-21.53%,5.56,0.89,True
directional_abs scaled cap15 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,18-1,18,1,0.15,1.0,451.78%,7.05%,23.10%,0.305,-72.27%,56.81%,23.16%,-20.96%,5.52,0.91,True
directional_abs scaled cap10 top40 voladj3 mom18-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,18-1,18,1,0.1,1.0,454.06%,7.06%,22.96%,0.308,-72.25%,56.48%,23.02%,-20.38%,5.54,0.96,True
long_only equal top10 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,equal,10,18-1,18,1,,1.0,8666.83%,19.52%,28.63%,0.682,-61.65%,58.47%,36.02%,-26.67%,87.67,0.92,True
long_only scaled cap30 top10 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,18-1,18,1,0.3,1.0,6087.60%,17.88%,32.65%,0.547,-69.90%,57.14%,51.16%,-35.43%,61.88,0.87,True
long_only scaled cap25 top10 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,18-1,18,1,0.25,1.0,6356.90%,18.08%,32.25%,0.560,-68.48%,56.48%,49.88%,-34.76%,64.57,0.87,True
long_only scaled cap20 top10 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,18-1,18,1,0.2,1.0,5437.64%,17.35%,31.38%,0.553,-66.68%,56.81%,43.31%,-34.03%,55.38,0.88,True
long_only scaled cap15 top10 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,18-1,18,1,0.15,1.0,5081.43%,17.04%,30.04%,0.567,-63.51%,57.14%,37.18%,-29.38%,51.81,0.96,True
long_only scaled cap10 top10 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,18-1,18,1,0.1,1.0,8666.83%,19.52%,28.63%,0.682,-61.65%,58.47%,36.02%,-26.67%,87.67,0.92,True
long_only equal top20 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,equal,20,18-1,18,1,,1.0,14267.36%,21.90%,26.37%,0.830,-55.06%,62.13%,31.41%,-23.34%,143.67,0.94,True
long_only scaled cap30 top20 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,18-1,18,1,0.3,1.0,7834.49%,19.05%,29.72%,0.641,-65.68%,55.81%,39.31%,-31.89%,79.34,1.00,True
long_only scaled cap25 top20 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,18-1,18,1,0.25,1.0,8139.96%,19.23%,29.61%,0.649,-65.65%,56.15%,39.31%,-31.89%,82.40,1.00,True
long_only scaled cap20 top20 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,18-1,18,1,0.2,1.0,8472.34%,19.42%,29.44%,0.660,-64.98%,55.81%,39.65%,-31.26%,85.72,0.99,True
long_only scaled cap15 top20 voladj6 mom18-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,18-1,18,1,0.15,1.0,8554.52%,19.46%,28.96%,0.672,-63.48%,56.81%,35.37%,-30.12%,86.55,0.97,True
