strategy_name,signal_name,signal_type,volatility_lookback_months,strategy_type,weighting,top_n,momentum_window,lookback_months,skip_months,max_weight,gross_exposure,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,best_month,worst_month,final_value,min_equity_value,valid_for_chart
classic_long_short scaled cap30 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,25,12-1,12,1,0.3,1.0,148.16%,3.63%,14.83%,0.245,-39.30%,56.54%,13.21%,-18.77%,2.48,0.96,True
classic_long_short scaled cap25 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,25,12-1,12,1,0.25,1.0,148.16%,3.63%,14.83%,0.245,-39.30%,56.54%,13.21%,-18.77%,2.48,0.96,True
classic_long_short scaled cap20 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,25,12-1,12,1,0.2,1.0,148.16%,3.63%,14.83%,0.245,-39.30%,56.54%,13.21%,-18.77%,2.48,0.96,True
classic_long_short scaled cap15 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,25,12-1,12,1,0.15,1.0,149.98%,3.66%,14.82%,0.247,-39.30%,56.54%,13.21%,-18.77%,2.50,0.96,True
classic_long_short scaled cap10 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,25,12-1,12,1,0.1,1.0,153.18%,3.71%,14.79%,0.251,-39.39%,56.54%,13.21%,-18.77%,2.53,0.96,True
classic_long_short equal top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,equal,30,12-1,12,1,,1.0,98.87%,2.73%,10.55%,0.259,-25.68%,57.19%,11.36%,-17.37%,1.99,0.97,True
classic_long_short scaled cap30 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,30,12-1,12,1,0.3,1.0,125.47%,3.24%,13.93%,0.233,-38.31%,57.19%,12.32%,-18.25%,2.25,0.96,True
classic_long_short scaled cap25 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,30,12-1,12,1,0.25,1.0,125.47%,3.24%,13.93%,0.233,-38.31%,57.19%,12.32%,-18.25%,2.25,0.96,True
classic_long_short scaled cap20 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,30,12-1,12,1,0.2,1.0,125.47%,3.24%,13.93%,0.233,-38.31%,57.19%,12.32%,-18.25%,2.25,0.96,True
classic_long_short scaled cap15 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,30,12-1,12,1,0.15,1.0,125.47%,3.24%,13.93%,0.233,-38.31%,57.19%,12.32%,-18.25%,2.25,0.96,True
classic_long_short scaled cap10 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,30,12-1,12,1,0.1,1.0,128.73%,3.30%,13.92%,0.237,-38.36%,57.19%,12.32%,-18.25%,2.29,0.96,True
classic_long_short equal top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,equal,40,12-1,12,1,,1.0,-702.89%,,80.06%,,-466.68%,56.21%,9.09%,-401.66%,-6.03,-6.97,False
classic_long_short scaled cap30 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,40,12-1,12,1,0.3,1.0,-22.37%,-0.99%,18.45%,-0.054,-73.02%,57.52%,11.85%,-69.14%,0.78,0.63,True
classic_long_short scaled cap25 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,40,12-1,12,1,0.25,1.0,-22.37%,-0.99%,18.45%,-0.054,-73.02%,57.52%,11.85%,-69.14%,0.78,0.63,True
classic_long_short scaled cap20 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,40,12-1,12,1,0.2,1.0,-22.37%,-0.99%,18.45%,-0.054,-73.02%,57.52%,11.85%,-69.14%,0.78,0.63,True
classic_long_short scaled cap15 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,40,12-1,12,1,0.15,1.0,-22.37%,-0.99%,18.45%,-0.054,-73.02%,57.52%,11.85%,-69.14%,0.78,0.63,True
classic_long_short scaled cap10 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,classic_long_short,scaled,40,12-1,12,1,0.1,1.0,-21.97%,-0.97%,18.45%,-0.052,-72.88%,57.52%,11.85%,-69.14%,0.78,0.64,True
directional_abs equal top10 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,equal,10,12-1,12,1,,1.0,2506.48%,13.64%,28.77%,0.474,-59.57%,56.21%,29.39%,-22.65%,26.06,0.97,True
directional_abs scaled cap30 top10 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,10,12-1,12,1,0.3,1.0,2665.86%,13.90%,29.29%,0.475,-59.51%,56.86%,28.81%,-22.02%,27.66,1.01,True
directional_abs scaled cap25 top10 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,10,12-1,12,1,0.25,1.0,2690.54%,13.94%,29.29%,0.476,-59.17%,56.86%,28.81%,-22.02%,27.91,1.01,True
directional_abs scaled cap20 top10 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,10,12-1,12,1,0.2,1.0,2709.74%,13.98%,29.28%,0.477,-58.90%,56.86%,28.81%,-22.02%,28.10,1.01,True
directional_abs scaled cap15 top10 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,10,12-1,12,1,0.15,1.0,2705.39%,13.97%,29.20%,0.478,-58.94%,56.86%,28.81%,-22.02%,28.05,1.01,True
directional_abs scaled cap10 top10 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,10,12-1,12,1,0.1,1.0,2506.48%,13.64%,28.77%,0.474,-59.57%,56.21%,29.39%,-22.65%,26.06,0.97,True
directional_abs equal top20 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,equal,20,12-1,12,1,,1.0,1087.66%,10.19%,26.03%,0.391,-59.95%,59.15%,24.04%,-26.05%,11.88,0.95,True
directional_abs scaled cap30 top20 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,20,12-1,12,1,0.3,1.0,1546.10%,11.61%,26.99%,0.430,-60.44%,59.48%,23.70%,-24.58%,16.46,1.01,True
directional_abs scaled cap25 top20 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,20,12-1,12,1,0.25,1.0,1546.10%,11.61%,26.99%,0.430,-60.44%,59.48%,23.70%,-24.58%,16.46,1.01,True
directional_abs scaled cap20 top20 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,20,12-1,12,1,0.2,1.0,1559.41%,11.65%,26.98%,0.432,-60.12%,59.48%,23.70%,-24.58%,16.59,1.01,True
directional_abs scaled cap15 top20 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,20,12-1,12,1,0.15,1.0,1573.54%,11.68%,26.98%,0.433,-59.83%,59.48%,23.70%,-24.58%,16.74,1.01,True
directional_abs scaled cap10 top20 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,20,12-1,12,1,0.1,1.0,1577.22%,11.69%,26.94%,0.434,-59.97%,59.48%,23.70%,-24.58%,16.77,1.00,True
directional_abs equal top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,equal,25,12-1,12,1,,1.0,675.17%,8.36%,25.43%,0.329,-66.52%,59.48%,25.51%,-29.94%,7.75,0.96,True
directional_abs scaled cap30 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,25,12-1,12,1,0.3,1.0,1113.02%,10.28%,26.42%,0.389,-61.85%,57.84%,24.88%,-28.16%,12.13,1.01,True
directional_abs scaled cap25 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,25,12-1,12,1,0.25,1.0,1113.02%,10.28%,26.42%,0.389,-61.85%,57.84%,24.88%,-28.16%,12.13,1.01,True
directional_abs scaled cap20 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,25,12-1,12,1,0.2,1.0,1116.42%,10.29%,26.42%,0.390,-61.74%,57.84%,24.88%,-28.16%,12.16,1.01,True
directional_abs scaled cap15 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,25,12-1,12,1,0.15,1.0,1126.54%,10.33%,26.42%,0.391,-61.43%,57.84%,24.88%,-28.16%,12.27,1.01,True
directional_abs scaled cap10 top25 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,25,12-1,12,1,0.1,1.0,1134.37%,10.36%,26.40%,0.392,-61.21%,58.17%,24.88%,-28.16%,12.34,1.01,True
directional_abs equal top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,equal,30,12-1,12,1,,1.0,490.35%,7.21%,24.37%,0.296,-65.34%,59.48%,25.66%,-27.45%,5.90,0.90,True
directional_abs scaled cap30 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,30,12-1,12,1,0.3,1.0,927.42%,9.57%,25.58%,0.374,-60.33%,59.48%,25.10%,-26.28%,10.27,1.00,True
directional_abs scaled cap25 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,30,12-1,12,1,0.25,1.0,927.42%,9.57%,25.58%,0.374,-60.33%,59.48%,25.10%,-26.28%,10.27,1.00,True
directional_abs scaled cap20 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,30,12-1,12,1,0.2,1.0,927.42%,9.57%,25.58%,0.374,-60.33%,59.48%,25.10%,-26.28%,10.27,1.00,True
directional_abs scaled cap15 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,30,12-1,12,1,0.15,1.0,934.80%,9.60%,25.58%,0.375,-60.05%,59.48%,25.10%,-26.28%,10.35,1.00,True
directional_abs scaled cap10 top30 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,30,12-1,12,1,0.1,1.0,942.50%,9.63%,25.57%,0.377,-59.70%,59.15%,25.10%,-26.28%,10.43,1.00,True
directional_abs equal top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,equal,40,12-1,12,1,,1.0,415.80%,6.64%,23.82%,0.279,-67.41%,60.13%,28.13%,-31.23%,5.16,0.95,True
directional_abs scaled cap30 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,40,12-1,12,1,0.3,1.0,782.92%,8.92%,25.12%,0.355,-63.44%,59.80%,25.46%,-29.85%,8.83,1.00,True
directional_abs scaled cap25 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,40,12-1,12,1,0.25,1.0,782.92%,8.92%,25.12%,0.355,-63.44%,59.80%,25.46%,-29.85%,8.83,1.00,True
directional_abs scaled cap20 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,40,12-1,12,1,0.2,1.0,782.92%,8.92%,25.12%,0.355,-63.44%,59.80%,25.46%,-29.85%,8.83,1.00,True
directional_abs scaled cap15 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,40,12-1,12,1,0.15,1.0,784.83%,8.93%,25.12%,0.355,-63.36%,59.80%,25.46%,-29.85%,8.85,1.00,True
directional_abs scaled cap10 top40 voladj12 mom12-1,voladj12,volatility_adjusted,12.0,directional_abs,scaled,40,12-1,12,1,0.1,1.0,791.38%,8.96%,25.11%,0.357,-63.06%,59.80%,25.46%,-29.85%,8.91,1.00,True
long_only equal top10 raw mom18-1,raw,momentum,,long_only,equal,10,18-1,18,1,,1.0,17926.89%,23.01%,34.65%,0.664,-66.59%,57.48%,41.66%,-31.22%,180.27,0.98,True
long_only scaled cap30 top10 raw mom18-1,raw,momentum,,long_only,scaled,10,18-1,18,1,0.3,1.0,29633.35%,25.49%,41.88%,0.609,-72.88%,56.15%,54.13%,-37.43%,297.33,0.98,True
long_only scaled cap25 top10 raw mom18-1,raw,momentum,,long_only,scaled,10,18-1,18,1,0.25,1.0,27874.26%,25.18%,41.03%,0.614,-72.48%,56.15%,48.47%,-37.65%,279.74,0.99,True
long_only scaled cap20 top10 raw mom18-1,raw,momentum,,long_only,scaled,10,18-1,18,1,0.2,1.0,22691.03%,24.16%,39.83%,0.607,-71.98%,56.48%,47.62%,-38.04%,227.91,1.00,True
long_only scaled cap15 top10 raw mom18-1,raw,momentum,,long_only,scaled,10,18-1,18,1,0.15,1.0,17818.57%,22.98%,37.86%,0.607,-69.78%,56.15%,47.19%,-36.81%,179.19,1.00,True
long_only scaled cap10 top10 raw mom18-1,raw,momentum,,long_only,scaled,10,18-1,18,1,0.1,1.0,17926.89%,23.01%,34.65%,0.664,-66.59%,57.48%,41.66%,-31.22%,180.27,0.98,True
long_only equal top20 raw mom18-1,raw,momentum,,long_only,equal,20,18-1,18,1,,1.0,16507.51%,22.61%,28.99%,0.780,-59.28%,60.80%,31.41%,-25.03%,166.08,0.93,True
long_only scaled cap30 top20 raw mom18-1,raw,momentum,,long_only,scaled,20,18-1,18,1,0.3,1.0,32083.76%,25.88%,37.66%,0.687,-68.62%,58.14%,47.67%,-34.54%,321.84,0.97,True
long_only scaled cap25 top20 raw mom18-1,raw,momentum,,long_only,scaled,20,18-1,18,1,0.25,1.0,29500.73%,25.47%,37.47%,0.680,-68.53%,58.14%,47.20%,-34.51%,296.01,0.97,True
long_only scaled cap20 top20 raw mom18-1,raw,momentum,,long_only,scaled,20,18-1,18,1,0.2,1.0,26949.55%,25.02%,36.85%,0.679,-68.00%,57.81%,43.49%,-33.57%,270.50,0.98,True
long_only scaled cap15 top20 raw mom18-1,raw,momentum,,long_only,scaled,20,18-1,18,1,0.15,1.0,23744.46%,24.39%,35.67%,0.684,-66.62%,57.81%,43.49%,-31.58%,238.44,0.98,True
long_only scaled cap10 top20 raw mom18-1,raw,momentum,,long_only,scaled,20,18-1,18,1,0.1,1.0,19392.89%,23.39%,33.57%,0.697,-64.77%,56.48%,41.80%,-30.42%,194.93,0.98,True
long_only equal top25 raw mom18-1,raw,momentum,,long_only,equal,25,18-1,18,1,,1.0,13958.62%,21.80%,27.60%,0.790,-58.04%,59.80%,29.45%,-24.57%,140.59,0.90,True
long_only scaled cap30 top25 raw mom18-1,raw,momentum,,long_only,scaled,25,18-1,18,1,0.3,1.0,32307.19%,25.92%,35.88%,0.722,-66.50%,58.47%,45.93%,-32.83%,324.07,0.96,True
long_only scaled cap25 top25 raw mom18-1,raw,momentum,,long_only,scaled,25,18-1,18,1,0.25,1.0,30495.19%,25.63%,35.77%,0.717,-66.48%,58.47%,45.93%,-32.83%,305.95,0.96,True
long_only scaled cap20 top25 raw mom18-1,raw,momentum,,long_only,scaled,25,18-1,18,1,0.2,1.0,27231.64%,25.07%,35.37%,0.709,-66.15%,58.47%,41.46%,-32.44%,273.32,0.96,True
long_only scaled cap15 top25 raw mom18-1,raw,momentum,,long_only,scaled,25,18-1,18,1,0.15,1.0,23721.31%,24.38%,34.46%,0.708,-65.15%,57.48%,38.12%,-30.37%,238.21,0.97,True
long_only scaled cap10 top25 raw mom18-1,raw,momentum,,long_only,scaled,25,18-1,18,1,0.1,1.0,19688.69%,23.47%,32.77%,0.716,-63.47%,57.14%,38.12%,-29.33%,197.89,0.97,True
long_only equal top30 raw mom18-1,raw,momentum,,long_only,equal,30,18-1,18,1,,1.0,12765.35%,21.37%,26.61%,0.803,-56.59%,61.46%,28.32%,-24.76%,128.65,0.90,True
long_only scaled cap30 top30 raw mom18-1,raw,momentum,,long_only,scaled,30,18-1,18,1,0.3,1.0,30971.06%,25.71%,34.43%,0.747,-64.53%,59.14%,44.16%,-30.65%,310.71,0.95,True
long_only scaled cap25 top30 raw mom18-1,raw,momentum,,long_only,scaled,30,18-1,18,1,0.25,1.0,28976.47%,25.38%,34.32%,0.739,-64.53%,59.14%,44.16%,-30.65%,290.76,0.95,True
long_only scaled cap20 top30 raw mom18-1,raw,momentum,,long_only,scaled,30,18-1,18,1,0.2,1.0,25777.89%,24.79%,34.06%,0.728,-64.52%,59.14%,41.20%,-30.65%,258.78,0.95,True
long_only scaled cap15 top30 raw mom18-1,raw,momentum,,long_only,scaled,30,18-1,18,1,0.15,1.0,22363.67%,24.09%,33.42%,0.721,-63.95%,58.80%,35.41%,-29.92%,224.64,0.95,True
long_only scaled cap10 top30 raw mom18-1,raw,momentum,,long_only,scaled,30,18-1,18,1,0.1,1.0,19100.39%,23.32%,32.04%,0.728,-62.59%,58.14%,34.88%,-28.75%,192.00,0.96,True
long_only equal top40 raw mom18-1,raw,momentum,,long_only,equal,40,18-1,18,1,,1.0,9100.51%,19.75%,24.97%,0.791,-57.14%,61.13%,26.85%,-24.94%,92.01,0.89,True
long_only scaled cap30 top40 raw mom18-1,raw,momentum,,long_only,scaled,40,18-1,18,1,0.3,1.0,27161.40%,25.05%,32.25%,0.777,-63.09%,59.14%,39.00%,-29.53%,272.61,0.94,True
long_only scaled cap25 top40 raw mom18-1,raw,momentum,,long_only,scaled,40,18-1,18,1,0.25,1.0,25819.55%,24.80%,32.17%,0.771,-63.09%,59.14%,39.00%,-29.53%,259.20,0.94,True
long_only scaled cap20 top40 raw mom18-1,raw,momentum,,long_only,scaled,40,18-1,18,1,0.2,1.0,23924.57%,24.43%,32.07%,0.762,-63.09%,59.14%,39.00%,-29.53%,240.25,0.94,True
long_only scaled cap15 top40 raw mom18-1,raw,momentum,,long_only,scaled,40,18-1,18,1,0.15,1.0,21019.82%,23.79%,31.73%,0.750,-62.82%,59.14%,34.70%,-29.25%,211.20,0.94,True
long_only scaled cap10 top40 raw mom18-1,raw,momentum,,long_only,scaled,40,18-1,18,1,0.1,1.0,17943.37%,23.01%,30.80%,0.747,-61.69%,58.47%,33.31%,-27.91%,180.43,0.94,True
classic_long_short equal top10 raw mom18-1,raw,momentum,,classic_long_short,equal,10,18-1,18,1,,1.0,-1487.04%,,315.90%,,-818.24%,56.15%,22.63%,-1578.80%,-13.87,-18.04,False
classic_long_short scaled cap30 top10 raw mom18-1,raw,momentum,,classic_long_short,scaled,10,18-1,18,1,0.3,1.0,-2562.87%,,927.55%,,-1204.32%,52.82%,29.92%,-4643.38%,-24.63,-34.03,False
classic_long_short scaled cap25 top10 raw mom18-1,raw,momentum,,classic_long_short,scaled,10,18-1,18,1,0.25,1.0,-2435.92%,,927.54%,,-1159.16%,53.16%,29.92%,-4643.38%,-23.36,-32.28,False
classic_long_short scaled cap20 top10 raw mom18-1,raw,momentum,,classic_long_short,scaled,10,18-1,18,1,0.2,1.0,-2339.40%,,927.54%,,-1130.61%,53.82%,29.80%,-4643.38%,-22.39,-31.03,False
classic_long_short scaled cap15 top10 raw mom18-1,raw,momentum,,classic_long_short,scaled,10,18-1,18,1,0.15,1.0,-2297.78%,,927.52%,,-1142.68%,55.15%,24.91%,-4643.38%,-21.98,-31.11,False
classic_long_short scaled cap10 top10 raw mom18-1,raw,momentum,,classic_long_short,scaled,10,18-1,18,1,0.1,1.0,-1561.15%,,625.19%,,-841.25%,53.16%,24.99%,-3128.65%,-14.61,-21.08,False
classic_long_short equal top20 raw mom18-1,raw,momentum,,classic_long_short,equal,20,18-1,18,1,,1.0,-1184.34%,,160.53%,,-863.19%,54.82%,18.72%,-800.44%,-10.84,-13.30,False
classic_long_short scaled cap30 top20 raw mom18-1,raw,momentum,,classic_long_short,scaled,20,18-1,18,1,0.3,1.0,-3301.19%,,512.11%,,-1683.10%,53.16%,21.17%,-2562.41%,-32.01,-41.62,False
classic_long_short scaled cap25 top20 raw mom18-1,raw,momentum,,classic_long_short,scaled,20,18-1,18,1,0.25,1.0,-3216.70%,,512.11%,,-1641.32%,53.16%,21.17%,-2562.41%,-31.17,-40.52,False
classic_long_short scaled cap20 top20 raw mom18-1,raw,momentum,,classic_long_short,scaled,20,18-1,18,1,0.2,1.0,-3092.91%,,512.10%,,-1574.48%,53.16%,21.17%,-2562.41%,-29.93,-38.91,False
classic_long_short scaled cap15 top20 raw mom18-1,raw,momentum,,classic_long_short,scaled,20,18-1,18,1,0.15,1.0,-2908.98%,,512.09%,,-1490.60%,53.49%,21.17%,-2562.41%,-28.09,-36.52,False
classic_long_short scaled cap10 top20 raw mom18-1,raw,momentum,,classic_long_short,scaled,20,18-1,18,1,0.1,1.0,-2602.64%,,512.08%,,-1423.73%,53.16%,21.65%,-2562.41%,-25.03,-32.69,False
classic_long_short equal top25 raw mom18-1,raw,momentum,,classic_long_short,equal,25,18-1,18,1,,1.0,-1022.29%,,129.15%,,-763.70%,57.48%,15.78%,-643.36%,-9.22,-11.36,False
classic_long_short scaled cap30 top25 raw mom18-1,raw,momentum,,classic_long_short,scaled,25,18-1,18,1,0.3,1.0,-3435.08%,,427.85%,,-1791.23%,53.82%,20.77%,-2140.37%,-33.35,-42.88,False
classic_long_short scaled cap25 top25 raw mom18-1,raw,momentum,,classic_long_short,scaled,25,18-1,18,1,0.25,1.0,-3369.75%,,427.85%,,-1758.10%,53.82%,20.77%,-2140.37%,-32.70,-42.04,False
classic_long_short scaled cap20 top25 raw mom18-1,raw,momentum,,classic_long_short,scaled,25,18-1,18,1,0.2,1.0,-3255.59%,,427.85%,,-1697.20%,53.82%,20.77%,-2140.37%,-31.56,-40.58,False
classic_long_short scaled cap15 top25 raw mom18-1,raw,momentum,,classic_long_short,scaled,25,18-1,18,1,0.15,1.0,-3071.06%,,427.84%,,-1616.16%,54.15%,20.77%,-2140.37%,-29.71,-38.20,False
classic_long_short scaled cap10 top25 raw mom18-1,raw,momentum,,classic_long_short,scaled,25,18-1,18,1,0.1,1.0,-2793.54%,,427.82%,,-1532.69%,54.15%,20.87%,-2140.37%,-26.94,-34.63,False
classic_long_short equal top30 raw mom18-1,raw,momentum,,classic_long_short,equal,30,18-1,18,1,,1.0,-787.27%,,107.94%,,-643.40%,57.81%,15.49%,-537.22%,-6.87,-8.32,False
classic_long_short scaled cap30 top30 raw mom18-1,raw,momentum,,classic_long_short,scaled,30,18-1,18,1,0.3,1.0,-2926.48%,,330.20%,,-1537.67%,55.48%,19.21%,-1651.03%,-28.26,-35.92,False
classic_long_short scaled cap25 top30 raw mom18-1,raw,momentum,,classic_long_short,scaled,30,18-1,18,1,0.25,1.0,-2884.48%,,330.20%,,-1516.30%,55.48%,19.21%,-1651.03%,-27.84,-35.38,False
classic_long_short scaled cap20 top30 raw mom18-1,raw,momentum,,classic_long_short,scaled,30,18-1,18,1,0.2,1.0,-2808.30%,,330.20%,,-1476.22%,55.81%,19.21%,-1651.03%,-27.08,-34.41,False
classic_long_short scaled cap15 top30 raw mom18-1,raw,momentum,,classic_long_short,scaled,30,18-1,18,1,0.15,1.0,-2677.86%,,330.19%,,-1413.26%,56.15%,19.21%,-1651.03%,-25.78,-32.76,False
classic_long_short scaled cap10 top30 raw mom18-1,raw,momentum,,classic_long_short,scaled,30,18-1,18,1,0.1,1.0,-2430.33%,,330.18%,,-1331.73%,56.15%,18.51%,-1651.03%,-23.30,-29.61,False
classic_long_short equal top40 raw mom18-1,raw,momentum,,classic_long_short,equal,40,18-1,18,1,,1.0,-559.99%,,81.46%,,-498.77%,57.14%,12.65%,-404.77%,-4.60,-5.40,False
classic_long_short scaled cap30 top40 raw mom18-1,raw,momentum,,classic_long_short,scaled,40,18-1,18,1,0.3,1.0,-1940.74%,,215.89%,,-1185.29%,55.48%,16.88%,-1078.10%,-18.41,-23.07,False
classic_long_short scaled cap25 top40 raw mom18-1,raw,momentum,,classic_long_short,scaled,40,18-1,18,1,0.25,1.0,-1934.50%,,215.89%,,-1181.61%,55.15%,16.88%,-1078.10%,-18.35,-22.99,False
classic_long_short scaled cap20 top40 raw mom18-1,raw,momentum,,classic_long_short,scaled,40,18-1,18,1,0.2,1.0,-1895.31%,,215.88%,,-1158.50%,55.48%,16.88%,-1078.10%,-17.95,-22.50,False
classic_long_short scaled cap15 top40 raw mom18-1,raw,momentum,,classic_long_short,scaled,40,18-1,18,1,0.15,1.0,-1835.04%,,215.88%,,-1119.00%,55.48%,16.88%,-1078.10%,-17.35,-21.74,False
classic_long_short scaled cap10 top40 raw mom18-1,raw,momentum,,classic_long_short,scaled,40,18-1,18,1,0.1,1.0,-1718.63%,,215.87%,,-1064.31%,55.48%,16.88%,-1078.10%,-16.19,-20.28,False
directional_abs equal top10 raw mom18-1,raw,momentum,,directional_abs,equal,10,18-1,18,1,,1.0,-162.08%,,42.92%,,-104.54%,53.49%,29.90%,-109.99%,-0.62,-0.94,False
directional_abs scaled cap30 top10 raw mom18-1,raw,momentum,,directional_abs,scaled,10,18-1,18,1,0.3,1.0,-255.50%,,45.65%,,-106.39%,54.82%,46.46%,-114.03%,-1.55,-2.43,False
directional_abs scaled cap25 top10 raw mom18-1,raw,momentum,,directional_abs,scaled,10,18-1,18,1,0.25,1.0,-245.85%,,45.57%,,-106.09%,55.15%,46.46%,-114.03%,-1.46,-2.28,False
directional_abs scaled cap20 top10 raw mom18-1,raw,momentum,,directional_abs,scaled,10,18-1,18,1,0.2,1.0,-229.09%,,45.28%,,-105.82%,54.49%,41.91%,-114.03%,-1.29,-2.02,False
directional_abs scaled cap15 top10 raw mom18-1,raw,momentum,,directional_abs,scaled,10,18-1,18,1,0.15,1.0,-216.28%,,44.64%,,-106.11%,54.82%,36.11%,-114.03%,-1.16,-1.82,False
directional_abs scaled cap10 top10 raw mom18-1,raw,momentum,,directional_abs,scaled,10,18-1,18,1,0.1,1.0,-162.08%,,42.92%,,-104.54%,53.49%,29.90%,-109.99%,-0.62,-0.94,False
directional_abs equal top20 raw mom18-1,raw,momentum,,directional_abs,equal,20,18-1,18,1,,1.0,-2192.69%,,314.07%,,-403.05%,57.48%,31.34%,-1563.32%,-20.93,-27.55,False
directional_abs scaled cap30 top20 raw mom18-1,raw,momentum,,directional_abs,scaled,20,18-1,18,1,0.3,1.0,-2650.97%,,242.02%,,-278.22%,54.82%,37.82%,-1196.91%,-25.51,-35.23,False
directional_abs scaled cap25 top20 raw mom18-1,raw,momentum,,directional_abs,scaled,20,18-1,18,1,0.25,1.0,-2557.86%,,242.01%,,-272.08%,54.82%,37.82%,-1196.91%,-24.58,-33.94,False
directional_abs scaled cap20 top20 raw mom18-1,raw,momentum,,directional_abs,scaled,20,18-1,18,1,0.2,1.0,-2371.96%,,241.99%,,-262.69%,54.82%,37.82%,-1196.91%,-22.72,-31.37,False
directional_abs scaled cap15 top20 raw mom18-1,raw,momentum,,directional_abs,scaled,20,18-1,18,1,0.15,1.0,-2090.08%,,241.94%,,-253.06%,54.82%,34.81%,-1196.91%,-19.90,-27.48,False
directional_abs scaled cap10 top20 raw mom18-1,raw,momentum,,directional_abs,scaled,20,18-1,18,1,0.1,1.0,-1807.08%,,241.83%,,-256.59%,54.49%,28.85%,-1196.91%,-17.07,-23.57,False
directional_abs equal top25 raw mom18-1,raw,momentum,,directional_abs,equal,25,18-1,18,1,,1.0,-2938.10%,,253.75%,,-547.67%,58.47%,33.09%,-1260.96%,-28.38,-37.65,False
directional_abs scaled cap30 top25 raw mom18-1,raw,momentum,,directional_abs,scaled,25,18-1,18,1,0.3,1.0,-4536.35%,,213.44%,,-438.97%,55.81%,36.05%,-1054.16%,-44.36,-61.15,False
directional_abs scaled cap25 top25 raw mom18-1,raw,momentum,,directional_abs,scaled,25,18-1,18,1,0.25,1.0,-4373.30%,,213.43%,,-425.31%,55.81%,36.05%,-1054.16%,-42.73,-58.91,False
